aX,aY,aZ,gX,gY,gZ
3.757,14.087,4.300,-1.737,-0.257,-1.373
3.955,13.398,4.451,-1.739,-0.244,-1.315
4.092,12.859,4.542,-1.699,-0.230,-1.263
4.233,12.340,4.640,-1.631,-0.215,-1.204
4.432,11.691,4.745,-1.505,-0.198,-1.116
4.573,11.277,4.831,-1.385,-0.186,-1.043
4.784,10.793,4.942,-1.198,-0.171,-0.936
4.961,10.460,5.021,-1.040,-0.156,-0.850
5.102,10.163,5.057,-0.875,-0.141,-0.760
5.320,9.823,5.052,-0.657,-0.130,-0.641
5.456,9.608,5.040,-0.496,-0.122,-0.552
5.617,9.412,5.001,-0.341,-0.120,-0.465
5.851,9.208,4.949,-0.147,-0.118,-0.355
6.012,9.108,4.879,-0.019,-0.120,-0.278
6.184,9.026,4.810,0.090,-0.124,-0.209
6.421,8.954,4.733,0.202,-0.132,-0.130
6.584,8.897,4.654,0.267,-0.143,-0.078
6.709,8.823,4.571,0.314,-0.157,-0.031
6.874,8.698,4.436,0.353,-0.175,0.022
6.996,8.588,4.324,0.362,-0.187,0.054
7.096,8.483,4.204,0.358,-0.197,0.083
7.223,8.332,4.087,0.334,-0.206,0.113
7.295,8.217,4.003,0.305,-0.212,0.132
7.369,8.090,3.946,0.266,-0.214,0.146
7.472,7.910,3.871,0.203,-0.212,0.158
7.539,7.774,3.816,0.147,-0.207,0.163
7.604,7.642,3.764,0.086,-0.199,0.166
7.685,7.451,3.745,0.001,-0.182,0.166
7.733,7.317,3.757,-0.063,-0.168,0.165
7.755,7.185,3.819,-0.123,-0.151,0.163
7.779,6.984,3.895,-0.194,-0.135,0.164
7.779,6.826,3.948,-0.243,-0.127,0.165
7.762,6.668,4.017,-0.286,-0.120,0.165
7.745,6.481,4.099,-0.334,-0.120,0.166
7.752,6.330,4.156,-0.359,-0.124,0.169
7.748,6.175,4.223,-0.376,-0.125,0.172
7.755,5.997,4.326,-0.390,-0.127,0.178
7.764,5.885,4.396,-0.395,-0.130,0.182
7.755,5.751,4.441,-0.393,-0.130,0.188
7.745,5.653,4.472,-0.383,-0.128,0.195
7.757,5.547,4.508,-0.367,-0.122,0.203
7.757,5.430,4.573,-0.346,-0.116,0.209
7.791,5.363,4.633,-0.334,-0.111,0.211
7.812,5.315,4.690,-0.325,-0.110,0.212
7.853,5.277,4.752,-0.316,-0.108,0.212
7.879,5.255,4.779,-0.311,-0.103,0.212
7.910,5.231,4.798,-0.305,-0.090,0.211
7.946,5.205,4.870,-0.301,-0.071,0.208
7.977,5.174,4.920,-0.304,-0.054,0.204
7.994,5.148,4.963,-0.310,-0.038,0.198
7.989,5.112,5.047,-0.324,-0.013,0.188
7.968,5.109,5.085,-0.342,0.005,0.177
7.954,5.100,5.119,-0.364,0.020,0.165
7.915,5.078,5.145,-0.397,0.034,0.146
7.894,5.052,5.191,-0.423,0.042,0.129
7.860,5.033,5.239,-0.445,0.046,0.112
7.793,4.990,5.279,-0.470,0.046,0.092
7.757,4.958,5.303,-0.479,0.042,0.080
7.724,4.927,5.325,-0.481,0.034,0.071
7.693,4.879,5.346,-0.471,0.023,0.063
7.676,4.817,5.377,-0.454,0.015,0.061
7.657,4.767,5.392,-0.431,0.006,0.061
7.640,4.700,5.406,-0.393,-0.006,0.067
7.633,4.659,5.423,-0.359,-0.013,0.074
7.618,4.618,5.432,-0.323,-0.017,0.082
7.556,4.573,5.447,-0.269,-0.022,0.094
7.513,4.549,5.444,-0.230,-0.027,0.102
7.475,4.537,5.416,-0.193,-0.033,0.110
7.429,4.527,5.418,-0.146,-0.041,0.116
7.389,4.513,5.423,-0.111,-0.050,0.121
7.369,4.494,5.420,-0.080,-0.059,0.123
7.348,4.475,5.411,-0.046,-0.075,0.122
7.321,4.458,5.399,-0.023,-0.087,0.121
7.314,4.456,5.380,-0.002,-0.095,0.119
7.331,4.472,5.349,0.023,-0.105,0.115
7.348,4.484,5.327,0.039,-0.110,0.114
7.365,4.501,5.296,0.053,-0.113,0.113
7.417,4.563,5.253,0.069,-0.111,0.111
7.448,4.614,5.222,0.080,-0.107,0.111
7.458,4.645,5.191,0.091,-0.101,0.112
7.477,4.685,5.143,0.104,-0.091,0.115
7.487,4.702,5.085,0.112,-0.081,0.116
7.489,4.705,5.037,0.118,-0.072,0.119
7.458,4.714,4.985,0.121,-0.062,0.123
7.441,4.733,4.954,0.121,-0.055,0.127
7.427,4.752,4.913,0.118,-0.048,0.131
7.405,4.767,4.903,0.108,-0.044,0.132
7.389,4.769,4.896,0.098,-0.039,0.133
7.381,4.772,4.879,0.084,-0.035,0.132
7.372,4.767,4.858,0.060,-0.027,0.130
7.384,4.767,4.858,0.038,-0.021,0.127
7.400,4.745,4.863,0.015,-0.015,0.123
7.415,4.762,4.894,-0.019,-0.001,0.117
7.408,4.757,4.906,-0.045,0.008,0.113
7.405,4.745,4.906,-0.072,0.017,0.109
7.396,4.731,4.918,-0.103,0.029,0.104
7.389,4.697,4.939,-0.125,0.036,0.100
7.362,4.659,4.939,-0.144,0.042,0.097
7.345,4.618,4.915,-0.162,0.046,0.093
7.336,4.602,4.920,-0.171,0.047,0.092
7.329,4.587,4.913,-0.177,0.046,0.092
7.309,4.592,4.915,-0.181,0.045,0.090
7.298,4.585,4.913,-0.181,0.038,0.091
7.286,4.575,4.894,-0.181,0.031,0.091
7.274,4.563,4.891,-0.176,0.024,0.092
7.262,4.573,4.879,-0.168,0.016,0.094
7.264,4.563,4.867,-0.161,0.010,0.096
7.269,4.547,4.882,-0.153,0.005,0.097
7.281,4.547,4.887,-0.144,0.001,0.100
7.266,4.544,4.887,-0.141,-0.001,0.102
7.266,4.554,4.872,-0.141,-0.005,0.102
7.259,4.547,4.870,-0.144,-0.009,0.101
7.276,4.544,4.863,-0.150,-0.013,0.099
7.288,4.539,4.831,-0.157,-0.017,0.096
7.290,4.542,4.796,-0.167,-0.016,0.094
7.283,4.537,4.784,-0.175,-0.016,0.091
7.290,4.513,4.762,-0.185,-0.014,0.087
7.281,4.525,4.755,-0.194,-0.013,0.082
7.264,4.544,4.748,-0.200,-0.013,0.079
7.242,4.542,4.764,-0.204,-0.014,0.076
7.216,4.547,4.772,-0.203,-0.015,0.076
7.187,4.547,4.786,-0.199,-0.017,0.075
7.151,4.566,4.812,-0.190,-0.024,0.076
7.125,4.544,4.808,-0.182,-0.030,0.079
7.116,4.535,4.786,-0.172,-0.037,0.081
7.106,4.515,4.772,-0.157,-0.045,0.084
7.111,4.520,4.791,-0.146,-0.052,0.087
7.111,4.525,4.786,-0.135,-0.059,0.089
7.113,4.523,4.788,-0.123,-0.068,0.092
7.113,4.525,4.788,-0.115,-0.077,0.093
7.116,4.527,4.774,-0.110,-0.086,0.093
7.130,4.535,4.760,-0.105,-0.095,0.092
7.149,4.539,4.729,-0.104,-0.101,0.091
7.159,4.544,4.714,-0.103,-0.103,0.088
7.185,4.554,4.678,-0.103,-0.104,0.086
7.207,4.544,4.664,-0.103,-0.102,0.084
7.209,4.525,4.645,-0.102,-0.098,0.082
7.219,4.503,4.630,-0.102,-0.092,0.080
7.230,4.501,4.618,-0.104,-0.087,0.080
7.230,4.480,4.599,-0.106,-0.082,0.079
7.204,4.472,4.614,-0.110,-0.075,0.078
7.209,4.460,4.623,-0.113,-0.071,0.078
7.216,4.470,4.621,-0.117,-0.068,0.077
7.238,4.472,4.611,-0.123,-0.064,0.076
7.250,4.480,4.621,-0.127,-0.062,0.076
7.259,4.492,4.621,-0.131,-0.062,0.074
7.269,4.489,4.616,-0.136,-0.065,0.071

3.151,-17.336,0.244,-0.015,-0.499,0.212
3.019,-18.718,-0.328,-0.030,-0.559,0.129
2.801,-19.556,-0.608,-0.051,-0.589,0.046
2.643,-20.365,-0.848,-0.096,-0.656,-0.089
2.136,-20.581,-0.711,-0.085,-0.655,-0.175
2.188,-20.818,-0.716,-0.176,-0.791,-0.294
2.531,-20.894,-0.996,-0.386,-0.981,-0.522
2.887,-20.892,-1.312,-0.565,-1.070,-0.743
3.431,-21.009,-1.719,-0.795,-1.086,-1.088
3.903,-21.318,-1.901,-0.943,-1.011,-1.386
4.377,-21.806,-2.004,-1.070,-0.891,-1.721
4.934,-22.642,-2.052,-1.180,-0.661,-2.211
5.200,-23.324,-2.042,-1.196,-0.428,-2.595
5.349,-24.186,-2.016,-1.151,-0.067,-3.118
5.310,-24.684,-1.968,-1.069,0.246,-3.506
5.119,-25.060,-1.870,-0.943,0.580,-3.877
4.712,-25.381,-1.693,-0.719,1.041,-4.335
4.396,-25.503,-1.458,-0.515,1.387,-4.649
3.833,-25.350,-1.252,-0.294,1.724,-4.945
2.986,-24.998,-0.797,0.052,2.142,-5.278
2.433,-24.576,-0.462,0.312,2.416,-5.514
1.662,-23.808,-0.043,0.638,2.709,-5.825
0.900,-23.169,0.220,0.883,2.864,-6.039
0.144,-22.520,0.390,1.131,2.973,-6.234
-0.771,-21.577,0.579,1.473,3.097,-6.473
-1.389,-20.786,0.752,1.718,3.164,-6.646
-1.879,-19.915,0.936,1.935,3.202,-6.825
-2.322,-18.636,1.147,2.168,3.203,-7.076
-2.638,-17.605,1.281,2.315,3.182,-7.267
-2.959,-16.546,1.425,2.448,3.150,-7.453
-3.464,-15.117,1.686,2.622,3.092,-7.677
-3.886,-14.042,1.963,2.744,3.025,-7.820
-4.197,-12.984,2.255,2.847,2.925,-7.947
-4.503,-11.552,2.631,2.966,2.767,-8.091
-4.678,-10.465,2.933,3.035,2.621,-8.183
-4.827,-8.971,3.287,3.099,2.393,-8.285
-4.599,-4.403,3.773,3.147,1.708,-8.451
-4.350,-3.309,3.847,3.119,1.545,-8.464
-4.116,-2.504,3.862,3.096,1.454,-8.471
-3.900,-1.585,3.869,3.081,1.403,-8.475
-3.747,-0.141,3.893,3.077,1.382,-8.483
-3.737,1.049,3.833,3.079,1.370,-8.493
-3.780,2.212,3.673,3.077,1.350,-8.502
-3.941,3.663,3.452,3.057,1.307,-8.504
-4.156,4.650,3.294,3.021,1.258,-8.482
-4.374,5.660,3.160,2.947,1.193,-8.434
-4.659,7.264,2.919,2.784,1.106,-8.323
-4.853,8.780,2.782,2.607,1.058,-8.205
-5.073,10.570,2.715,2.380,1.015,-8.067
-5.507,13.132,2.710,2.018,0.946,-7.843
-5.873,14.940,2.744,1.711,0.856,-7.644
-6.237,16.427,2.832,1.381,0.734,-7.412
-6.543,17.717,2.844,0.913,0.528,-7.057
-6.558,18.208,2.799,0.563,0.366,-6.760
-6.419,18.423,2.672,0.136,0.153,-6.324
-6.187,18.426,2.519,-0.137,0.017,-5.958
-5.873,18.423,2.361,-0.369,-0.093,-5.571
-5.387,18.423,2.274,-0.632,-0.203,-5.038
-4.987,18.514,2.349,-0.802,-0.265,-4.637
-4.480,18.775,2.559,-0.962,-0.317,-4.240
-3.596,19.319,2.976,-1.180,-0.377,-3.712
-2.844,19.699,3.280,-1.361,-0.412,-3.333
-2.069,19.937,3.606,-1.557,-0.440,-2.988
-1.010,19.925,4.039,-1.841,-0.469,-2.590
-0.225,19.678,4.372,-2.049,-0.479,-2.341
0.814,19.039,4.800,-2.293,-0.470,-2.074
1.539,18.414,5.090,-2.437,-0.439,-1.915
2.179,17.731,5.406,-2.541,-0.391,-1.788
2.897,16.826,5.796,-2.615,-0.306,-1.662
3.330,16.149,6.043,-2.629,-0.231,-1.590
3.680,15.490,6.299,-2.613,-0.145,-1.536
4.070,14.614,6.639,-2.559,-0.036,-1.489
4.293,13.968,6.845,-2.494,0.037,-1.466
4.520,13.115,7.084,-2.372,0.119,-1.443
4.707,12.498,7.214,-2.253,0.170,-1.427
4.865,11.914,7.329,-2.113,0.220,-1.410
5.092,11.207,7.446,-1.888,0.286,-1.387
5.231,10.707,7.520,-1.696,0.328,-1.366
5.365,10.262,7.554,-1.488,0.364,-1.345
5.490,9.742,7.542,-1.186,0.400,-1.315
5.576,9.421,7.551,-0.948,0.422,-1.293
5.665,9.124,7.523,-0.703,0.437,-1.269
5.777,8.849,7.530,-0.375,0.451,-1.240
5.856,8.724,7.542,-0.139,0.449,-1.217
5.947,8.684,7.508,0.080,0.438,-1.192
6.048,8.684,7.439,0.346,0.415,-1.157
6.122,8.710,7.396,0.523,0.394,-1.130
6.187,8.732,7.348,0.678,0.365,-1.100
6.220,8.770,7.259,0.850,0.320,-1.057
6.256,8.799,7.163,0.951,0.280,-1.022
6.280,8.837,7.056,1.030,0.241,-0.983
6.330,8.906,6.883,1.097,0.188,-0.928
6.383,8.947,6.725,1.119,0.152,-0.885
6.404,8.978,6.594,1.119,0.120,-0.843
6.445,8.971,6.460,1.087,0.081,-0.786
6.488,8.971,6.359,1.041,0.053,-0.744
6.517,8.983,6.268,0.981,0.026,-0.701
6.563,8.966,6.153,0.882,-0.010,-0.646
6.584,8.928,6.088,0.796,-0.036,-0.605
6.608,8.868,6.005,0.703,-0.062,-0.566
6.658,8.796,5.926,0.572,-0.093,-0.516
6.689,8.722,5.871,0.474,-0.114,-0.481
6.713,8.631,5.825,0.380,-0.132,-0.448
6.735,8.471,5.801,0.266,-0.155,-0.408
6.742,8.329,5.792,0.188,-0.175,-0.381
6.740,8.171,5.768,0.122,-0.194,-0.354
6.728,7.925,5.760,0.053,-0.216,-0.319
6.740,7.726,5.739,0.013,-0.231,-0.293
6.756,7.527,5.717,-0.015,-0.247,-0.267
6.785,7.254,5.713,-0.033,-0.261,-0.230
6.812,7.068,5.715,-0.034,-0.270,-0.201
6.838,6.914,5.710,-0.029,-0.276,-0.172
6.862,6.754,5.715,-0.019,-0.282,-0.135
6.888,6.646,5.713,-0.014,-0.286,-0.109
6.924,6.529,5.691,-0.014,-0.294,-0.079
6.950,6.452,5.667,-0.019,-0.301,-0.060
6.984,6.364,5.638,-0.028,-0.309,-0.043
7.046,6.246,5.602,-0.046,-0.311,-0.025
7.106,6.182,5.583,-0.063,-0.309,-0.016
7.159,6.148,5.581,-0.086,-0.306,-0.009
7.245,6.079,5.557,-0.125,-0.295,-0.005
7.314,6.043,5.538,-0.158,-0.278,-0.006
7.355,6.017,5.543,-0.193,-0.257,-0.007
7.412,5.976,5.555,-0.244,-0.225,-0.009
7.441,5.930,5.571,-0.285,-0.203,-0.012
7.470,5.892,5.571,-0.327,-0.182,-0.015
7.484,5.842,5.595,-0.385,-0.155,-0.017
7.489,5.813,5.643,-0.422,-0.137,-0.017
7.482,5.753,5.698,-0.465,-0.118,-0.011
7.417,5.476,5.904,-0.548,-0.097,0.029
7.420,5.409,5.962,-0.549,-0.096,0.043
7.412,5.313,6.033,-0.538,-0.095,0.065
7.422,5.217,6.072,-0.525,-0.093,0.081
7.424,5.095,6.103,-0.504,-0.087,0.102
7.400,5.040,6.136,-0.485,-0.073,0.116
7.365,4.975,6.194,-0.471,-0.070,0.128
7.386,4.884,6.144,-0.444,-0.082,0.146
7.403,4.805,6.108,-0.404,-0.072,0.162
7.398,4.726,6.148,-0.358,-0.042,0.176
7.357,4.676,6.258,-0.329,-0.010,0.183
7.319,4.693,6.294,-0.333,0.002,0.178
7.278,4.709,6.318,-0.345,0.008,0.168
7.264,4.697,6.306,-0.347,0.015,0.156
7.245,4.654,6.323,-0.333,0.027,0.150
7.199,4.604,6.342,-0.311,0.039,0.145
7.125,4.549,6.347,-0.277,0.046,0.137
7.046,4.530,6.335,-0.245,0.049,0.133
6.989,4.513,6.316,-0.211,0.048,0.131
6.898,4.492,6.302,-0.160,0.039,0.130
6.840,4.477,6.285,-0.115,0.031,0.133
6.785,4.465,6.261,-0.068,0.023,0.138
6.701,4.448,6.242,-0.008,0.011,0.148
6.649,4.453,6.258,0.027,0.001,0.157
6.634,4.458,6.235,0.050,-0.018,0.162
6.630,4.480,6.182,0.074,-0.043,0.170
6.620,4.489,6.136,0.094,-0.054,0.176
6.606,4.487,6.112,0.112,-0.056,0.183
6.603,4.484,6.110,0.115,-0.061,0.189
6.596,4.492,6.079,0.100,-0.070,0.190
6.615,4.523,6.002,0.076,-0.084,0.187
6.637,4.559,5.890,0.045,-0.092,0.184
6.625,4.563,5.825,0.026,-0.091,0.183
6.610,4.563,5.787,0.008,-0.087,0.183
6.606,4.561,5.765,-0.020,-0.083,0.185
6.632,4.559,5.741,-0.042,-0.082,0.187
6.653,4.566,5.715,-0.064,-0.079,0.187
6.689,4.568,5.708,-0.091,-0.069,0.189
6.732,4.532,5.696,-0.111,-0.058,0.191
6.768,4.501,5.684,-0.132,-0.046,0.192
6.797,4.480,5.655,-0.165,-0.031,0.192
6.809,4.456,5.641,-0.189,-0.023,0.192
6.814,4.456,5.636,-0.212,-0.015,0.192
6.826,4.432,5.583,-0.238,-0.002,0.194
6.826,4.410,5.578,-0.253,0.009,0.195
6.802,4.386,5.595,-0.264,0.020,0.197
6.795,4.357,5.593,-0.274,0.034,0.200
6.814,4.343,5.581,-0.279,0.045,0.202
6.826,4.329,5.576,-0.285,0.056,0.202
6.812,4.283,5.567,-0.292,0.072,0.201
6.800,4.243,5.555,-0.296,0.083,0.199
6.778,4.216,5.564,-0.300,0.093,0.198
6.776,4.192,5.588,-0.305,0.098,0.197
6.766,4.156,5.600,-0.315,0.098,0.193
6.754,4.132,5.583,-0.324,0.093,0.190
6.752,4.118,5.564,-0.331,0.087,0.187
6.730,4.116,5.557,-0.333,0.082,0.187
6.711,4.101,5.545,-0.330,0.074,0.186
6.689,4.082,5.533,-0.325,0.065,0.187
6.689,4.075,5.555,-0.314,0.055,0.188
6.685,4.073,5.588,-0.302,0.046,0.189
6.685,4.056,5.605,-0.287,0.035,0.192
6.675,4.049,5.667,-0.262,0.026,0.197
6.682,4.039,5.674,-0.243,0.018,0.201
6.692,4.037,5.684,-0.225,0.014,0.206
6.721,4.032,5.681,-0.204,0.009,0.209
6.732,4.039,5.708,-0.190,0.006,0.211
6.732,4.039,5.720,-0.176,0.004,0.213
6.740,4.034,5.751,-0.159,0.005,0.216
6.744,4.025,5.744,-0.149,0.007,0.217
6.730,4.034,5.770,-0.145,0.009,0.218
6.694,4.041,5.782,-0.148,0.008,0.219
6.675,4.044,5.789,-0.153,0.006,0.219
6.658,4.051,5.792,-0.161,0.003,0.219
6.649,4.061,5.770,-0.169,-0.000,0.218
6.651,4.058,5.760,-0.175,-0.003,0.217
6.653,4.068,5.768,-0.179,-0.005,0.218
6.661,4.073,5.758,-0.184,-0.005,0.217
6.663,4.080,5.763,-0.188,-0.004,0.217
6.663,4.075,5.770,-0.196,-0.004,0.217
6.668,4.075,5.782,-0.209,-0.005,0.214
6.685,4.075,5.780,-0.220,-0.005,0.213
6.701,4.082,5.782,-0.232,-0.004,0.212
6.692,4.089,5.792,-0.250,-0.004,0.209
6.677,4.085,5.792,-0.265,-0.008,0.207
6.661,4.077,5.772,-0.277,-0.013,0.206
6.634,4.039,5.784,-0.286,-0.023,0.204
6.608,4.003,5.796,-0.290,-0.034,0.203
6.584,3.965,5.825,-0.289,-0.048,0.204
6.570,3.950,5.842,-0.285,-0.060,0.206
6.570,3.943,5.861,-0.279,-0.074,0.209
6.586,3.922,5.851,-0.267,-0.092,0.212
6.620,3.907,5.856,-0.254,-0.104,0.215
6.651,3.886,5.895,-0.239,-0.112,0.217
6.680,3.847,5.904,-0.219,-0.123,0.220
6.694,3.831,5.935,-0.204,-0.131,0.221

4.209,-15.009,1.293,-0.064,-0.385,0.254
4.039,-15.948,0.979,-0.067,-0.432,0.245
3.737,-17.001,0.697,-0.068,-0.480,0.224
3.294,-18.632,0.354,-0.033,-0.553,0.189
2.981,-19.956,0.242,-0.023,-0.663,0.147
2.614,-21.186,0.129,-0.043,-0.811,0.086
2.100,-22.505,-0.129,-0.086,-1.028,-0.022
1.745,-23.171,-0.247,-0.109,-1.172,-0.123
1.389,-23.717,-0.347,-0.143,-1.355,-0.294
1.281,-23.973,-0.383,-0.195,-1.497,-0.472
1.290,-24.141,-0.431,-0.250,-1.618,-0.692
1.468,-24.404,-0.491,-0.324,-1.734,-1.056
1.757,-24.675,-0.555,-0.365,-1.772,-1.390
2.191,-25.182,-0.613,-0.367,-1.750,-1.905
2.576,-25.692,-0.560,-0.302,-1.668,-2.315
2.981,-26.140,-0.658,-0.243,-1.621,-2.772
2.964,-26.578,-0.800,0.028,-1.357,-3.318
3.017,-26.820,-0.838,0.250,-1.098,-3.713
3.266,-26.844,-0.869,0.494,-0.738,-4.243
3.440,-26.578,-0.941,0.667,-0.452,-4.635
3.630,-26.085,-0.974,0.855,-0.109,-5.022
3.649,-25.134,-0.905,1.116,0.415,-5.521
3.464,-24.253,-0.749,1.302,0.832,-5.881
3.230,-23.274,-0.524,1.499,1.253,-6.225
2.531,-21.857,-0.034,1.816,1.800,-6.635
1.784,-20.844,0.340,2.067,2.154,-6.892
1.243,-19.884,0.627,2.276,2.424,-7.134
0.534,-18.471,0.898,2.503,2.696,-7.449
-0.019,-17.348,1.041,2.646,2.846,-7.677
-0.716,-15.854,1.168,2.795,2.974,-7.963
-1.109,-14.727,1.240,2.861,3.033,-8.177
-1.377,-13.578,1.288,2.892,3.063,-8.398
-1.829,-12.000,1.427,2.923,3.086,-8.684
-2.368,-10.831,1.549,2.968,3.095,-8.731
-2.935,-9.773,1.724,3.028,3.082,-8.731
-3.680,-8.475,1.956,3.107,3.023,-8.731
-4.137,-7.503,2.210,3.145,2.942,-8.731
-4.561,-6.488,2.478,3.165,2.834,-8.731
-5.018,-4.908,2.849,3.178,2.682,-8.731
-5.363,-3.558,3.117,3.198,2.556,-8.731
-5.997,2.102,3.680,3.335,1.733,-8.731
-6.019,3.043,3.697,3.345,1.559,-8.731
-5.940,3.970,3.675,3.352,1.385,-8.731
-5.722,5.291,3.440,3.379,1.173,-8.731
-5.540,6.345,3.196,3.421,1.050,-8.717
-5.301,7.400,2.964,3.447,0.951,-8.531
-4.891,8.854,2.658,3.409,0.836,-8.262
-4.621,9.931,2.437,3.309,0.761,-8.041
-4.302,11.224,2.186,3.065,0.655,-7.715
-4.075,12.043,1.970,2.799,0.572,-7.448
-3.816,12.684,1.719,2.465,0.495,-7.168
-3.397,13.314,1.369,1.929,0.416,-6.788
-3.002,13.707,1.097,1.486,0.383,-6.512
-2.619,14.128,0.852,1.038,0.368,-6.247
-2.193,14.724,0.601,0.461,0.371,-5.912
-1.939,15.179,0.522,0.046,0.385,-5.675
-1.719,15.565,0.567,-0.360,0.407,-5.451
-1.456,15.864,0.831,-0.890,0.432,-5.170
-1.288,15.929,1.113,-1.265,0.442,-4.964
-1.094,15.869,1.389,-1.617,0.452,-4.759
-0.836,15.625,1.726,-2.020,0.483,-4.493
-0.661,15.385,1.980,-2.275,0.518,-4.311
-0.551,15.131,2.306,-2.494,0.559,-4.151
-0.484,14.825,2.756,-2.738,0.600,-3.979
-0.474,14.590,3.112,-2.879,0.614,-3.875
-0.455,14.238,3.582,-2.999,0.618,-3.762
-0.431,14.006,3.931,-3.032,0.617,-3.695
-0.414,13.846,4.276,-3.018,0.614,-3.639
-0.390,13.716,4.707,-2.932,0.617,-3.585
-0.388,13.697,5.018,-2.831,0.620,-3.557
-0.390,13.728,5.329,-2.705,0.618,-3.533
-0.426,13.733,5.696,-2.500,0.606,-3.495
-0.414,13.642,5.940,-2.324,0.590,-3.455
-0.371,13.470,6.170,-2.121,0.573,-3.397
-0.268,13.240,6.462,-1.824,0.557,-3.293
-0.182,13.099,6.682,-1.591,0.548,-3.194
-0.014,13.027,6.893,-1.274,0.530,-3.034
0.180,13.032,7.010,-1.036,0.510,-2.896
0.323,13.089,7.140,-0.805,0.493,-2.747
0.599,13.199,7.298,-0.527,0.454,-2.536
0.843,13.340,7.377,-0.351,0.416,-2.380
1.092,13.503,7.391,-0.200,0.373,-2.225
1.472,13.683,7.350,-0.038,0.308,-2.026
1.779,13.767,7.300,0.057,0.259,-1.881
2.083,13.815,7.238,0.132,0.211,-1.744
2.473,13.853,7.154,0.193,0.148,-1.574
2.741,13.858,7.092,0.211,0.105,-1.458
3.002,13.855,7.022,0.209,0.063,-1.349
3.285,13.817,6.917,0.184,0.013,-1.217
3.472,13.762,6.843,0.153,-0.021,-1.128
3.618,13.654,6.792,0.117,-0.052,-1.043
3.745,13.460,6.735,0.057,-0.094,-0.938
3.816,13.278,6.697,0.005,-0.125,-0.867
3.881,13.068,6.663,-0.052,-0.155,-0.802
3.946,12.761,6.653,-0.134,-0.200,-0.721
3.998,12.514,6.630,-0.195,-0.236,-0.668
4.044,12.251,6.606,-0.250,-0.274,-0.619
4.120,11.868,6.589,-0.310,-0.321,-0.559
4.187,11.566,6.551,-0.340,-0.353,-0.516
4.276,11.253,6.515,-0.359,-0.378,-0.475
4.413,10.817,6.476,-0.365,-0.403,-0.421
4.513,10.479,6.467,-0.355,-0.416,-0.380
4.633,10.051,6.452,-0.321,-0.426,-0.322
5.066,8.818,6.280,-0.134,-0.430,-0.134
5.150,8.610,6.227,-0.093,-0.436,-0.093
5.284,8.382,6.153,-0.043,-0.446,-0.042
5.389,8.258,6.108,-0.012,-0.457,-0.008
5.531,8.119,6.033,0.022,-0.478,0.030
5.631,8.042,5.966,0.044,-0.495,0.055
5.739,7.980,5.911,0.066,-0.513,0.078
5.859,7.925,5.832,0.088,-0.530,0.098
5.988,7.846,5.722,0.117,-0.551,0.124
6.081,7.798,5.665,0.135,-0.563,0.143
6.155,7.748,5.605,0.149,-0.574,0.159
6.225,7.659,5.531,0.163,-0.588,0.181
6.294,7.590,5.476,0.167,-0.596,0.196
6.337,7.537,5.447,0.166,-0.603,0.209
6.393,7.468,5.380,0.155,-0.604,0.226
6.416,7.439,5.344,0.139,-0.600,0.237
6.426,7.398,5.325,0.117,-0.590,0.248
6.426,7.353,5.315,0.074,-0.575,0.261
6.407,7.293,5.303,0.031,-0.565,0.267
6.390,7.238,5.301,-0.018,-0.553,0.272
6.395,7.156,5.272,-0.089,-0.536,0.277
6.381,7.101,5.286,-0.147,-0.521,0.279
6.369,7.037,5.298,-0.207,-0.503,0.282
6.366,6.962,5.329,-0.286,-0.480,0.285
6.366,6.905,5.363,-0.344,-0.460,0.287
6.385,6.838,5.394,-0.397,-0.438,0.290
6.409,6.735,5.442,-0.460,-0.407,0.296
6.424,6.637,5.504,-0.501,-0.381,0.302
6.455,6.553,5.543,-0.538,-0.357,0.309
6.500,6.462,5.583,-0.580,-0.320,0.318
6.505,6.381,5.631,-0.601,-0.291,0.327
6.448,6.263,5.765,-0.617,-0.243,0.344
6.512,6.160,5.782,-0.639,-0.247,0.350
6.579,6.065,5.708,-0.628,-0.239,0.360
6.541,5.878,5.796,-0.569,-0.184,0.385
6.476,5.739,5.974,-0.534,-0.142,0.399
6.393,5.650,6.132,-0.527,-0.120,0.401
6.323,5.612,6.206,-0.541,-0.115,0.389
6.306,5.588,6.239,-0.552,-0.114,0.378
6.314,5.559,6.287,-0.555,-0.117,0.365
6.299,5.497,6.347,-0.536,-0.121,0.354
6.318,5.452,6.397,-0.508,-0.123,0.350
6.366,5.385,6.426,-0.473,-0.126,0.346
6.400,5.329,6.462,-0.416,-0.120,0.341
6.388,5.306,6.491,-0.369,-0.115,0.339
6.373,5.272,6.493,-0.321,-0.116,0.337
6.333,5.229,6.450,-0.248,-0.118,0.341
6.282,5.195,6.445,-0.185,-0.114,0.346
6.206,5.167,6.452,-0.119,-0.111,0.353
6.076,5.119,6.431,-0.043,-0.119,0.361
6.036,5.102,6.383,-0.002,-0.140,0.366
6.029,5.121,6.306,0.036,-0.160,0.367
5.988,5.152,6.273,0.094,-0.171,0.373
5.974,5.162,6.297,0.131,-0.178,0.378
5.978,5.183,6.302,0.153,-0.190,0.381
5.995,5.229,6.227,0.159,-0.216,0.379
6.033,5.272,6.148,0.159,-0.232,0.376
6.065,5.310,6.098,0.161,-0.240,0.375
6.057,5.341,6.062,0.170,-0.242,0.377
