aX,aY,aZ,gX,gY,gZ
4.245,3.745,-10.946,-0.094,-0.279,-0.071
4.262,3.745,-10.877,-0.047,-0.260,-0.048
4.300,3.776,-10.793,0.009,-0.229,-0.017
4.326,3.819,-10.695,0.044,-0.202,0.006
4.343,3.857,-10.594,0.073,-0.174,0.029
4.362,3.917,-10.477,0.100,-0.134,0.058
4.379,3.943,-10.376,0.114,-0.103,0.079
4.410,3.960,-10.278,0.122,-0.070,0.100
4.441,3.962,-10.147,0.126,-0.020,0.125
4.472,3.946,-10.029,0.123,0.019,0.141
4.480,3.931,-9.900,0.113,0.058,0.157
4.494,3.907,-9.764,0.095,0.109,0.174
4.503,3.869,-9.651,0.078,0.145,0.184
4.508,3.816,-9.538,0.059,0.184,0.194
4.537,3.752,-9.404,0.031,0.231,0.205
4.520,3.706,-9.287,0.008,0.265,0.210
4.515,3.670,-9.172,-0.019,0.293,0.214
4.501,3.613,-9.017,-0.056,0.327,0.217
4.494,3.563,-8.923,-0.084,0.348,0.217
4.460,3.493,-8.818,-0.122,0.367,0.213
4.434,3.431,-8.727,-0.149,0.378,0.209
4.413,3.354,-8.622,-0.175,0.385,0.203
4.379,3.251,-8.504,-0.205,0.391,0.193
4.362,3.187,-8.442,-0.227,0.390,0.184
4.338,3.110,-8.384,-0.246,0.386,0.176
4.319,3.002,-8.310,-0.267,0.375,0.163
4.305,2.935,-8.258,-0.279,0.365,0.152
4.314,2.861,-8.210,-0.286,0.353,0.141
4.312,2.777,-8.152,-0.290,0.333,0.125
4.329,2.729,-8.112,-0.288,0.318,0.113
4.345,2.684,-8.114,-0.284,0.300,0.102
4.360,2.629,-8.056,-0.274,0.277,0.088
4.386,2.598,-8.021,-0.264,0.260,0.078
4.413,2.576,-7.982,-0.251,0.241,0.068
4.468,2.564,-7.956,-0.232,0.217,0.057
4.489,2.557,-7.956,-0.216,0.201,0.049
4.520,2.552,-7.951,-0.199,0.183,0.040
4.554,2.569,-7.944,-0.175,0.162,0.029
4.568,2.579,-7.949,-0.156,0.147,0.021
4.571,2.593,-7.961,-0.138,0.131,0.012
4.604,2.626,-7.966,-0.115,0.112,0.002
4.635,2.665,-7.973,-0.099,0.098,-0.006
4.666,2.715,-7.992,-0.080,0.080,-0.015
4.681,2.772,-8.011,-0.069,0.067,-0.022
4.693,2.828,-8.035,-0.061,0.055,-0.031
4.705,2.885,-8.080,-0.056,0.040,-0.043
4.700,2.942,-8.124,-0.056,0.029,-0.051
4.714,2.988,-8.157,-0.060,0.019,-0.061
4.731,3.045,-8.222,-0.066,0.007,-0.072
4.738,3.077,-8.255,-0.074,-0.001,-0.080
4.762,3.098,-8.279,-0.082,-0.007,-0.087
4.800,3.148,-8.296,-0.092,-0.014,-0.095
4.815,3.175,-8.305,-0.102,-0.018,-0.101
4.824,3.225,-8.341,-0.113,-0.026,-0.108
4.863,3.294,-8.454,-0.148,-0.048,-0.120
4.867,3.326,-8.504,-0.158,-0.054,-0.124
4.870,3.338,-8.547,-0.164,-0.057,-0.126
4.863,3.357,-8.564,-0.172,-0.060,-0.129
4.867,3.369,-8.590,-0.181,-0.063,-0.133
4.879,3.376,-8.607,-0.187,-0.064,-0.136
4.884,3.383,-8.631,-0.193,-0.065,-0.139
4.884,3.378,-8.672,-0.198,-0.064,-0.142
4.875,3.385,-8.703,-0.201,-0.063,-0.144
4.863,3.388,-8.717,-0.202,-0.062,-0.144
4.855,3.373,-8.729,-0.201,-0.060,-0.144
4.858,3.352,-8.724,-0.195,-0.060,-0.144
4.867,3.328,-8.741,-0.185,-0.060,-0.142
4.870,3.328,-8.746,-0.174,-0.059,-0.140
4.879,3.342,-8.763,-0.162,-0.055,-0.138
4.899,3.347,-8.756,-0.144,-0.049,-0.133
4.911,3.349,-8.756,-0.131,-0.043,-0.131
4.899,3.373,-8.758,-0.114,-0.038,-0.129
4.879,3.414,-8.792,-0.103,-0.033,-0.129
4.848,3.433,-8.801,-0.093,-0.029,-0.131
4.805,3.479,-8.832,-0.083,-0.024,-0.136
4.772,3.498,-8.890,-0.075,-0.021,-0.141
4.752,3.519,-8.918,-0.067,-0.018,-0.148
4.757,3.527,-8.942,-0.061,-0.014,-0.152
4.750,3.558,-8.935,-0.056,-0.010,-0.154
4.757,3.584,-8.916,-0.051,-0.007,-0.155
4.769,3.601,-8.911,-0.047,-0.004,-0.155
4.776,3.632,-8.914,-0.043,-0.001,-0.155
4.808,3.656,-8.921,-0.038,0.002,-0.154
4.815,3.677,-8.926,-0.035,0.005,-0.152
4.831,3.709,-8.923,-0.033,0.012,-0.151
4.841,3.728,-8.926,-0.032,0.017,-0.150
4.858,3.759,-8.914,-0.032,0.025,-0.149
4.877,3.790,-8.894,-0.031,0.037,-0.149
4.889,3.824,-8.859,-0.031,0.046,-0.148
4.889,3.833,-8.835,-0.032,0.056,-0.147
4.913,3.840,-8.811,-0.033,0.067,-0.145
4.939,3.838,-8.787,-0.034,0.076,-0.143
4.939,3.857,-8.751,-0.035,0.086,-0.139
4.918,3.864,-8.746,-0.036,0.098,-0.135
4.899,3.879,-8.727,-0.039,0.106,-0.130
4.899,3.888,-8.698,-0.042,0.113,-0.123
4.894,3.895,-8.684,-0.044,0.117,-0.120
4.894,3.898,-8.655,-0.046,0.120,-0.115
4.884,3.888,-8.600,-0.049,0.123,-0.108
4.891,3.891,-8.557,-0.050,0.124,-0.103
4.906,3.883,-8.519,-0.052,0.124,-0.098
4.918,3.876,-8.499,-0.054,0.123,-0.091
4.920,3.881,-8.480,-0.055,0.123,-0.086
4.932,3.888,-8.452,-0.057,0.122,-0.080
4.944,3.886,-8.435,-0.060,0.123,-0.072
4.951,3.881,-8.404,-0.062,0.122,-0.067
4.946,3.859,-8.356,-0.064,0.120,-0.062
4.942,3.859,-8.341,-0.064,0.118,-0.056
4.942,3.852,-8.346,-0.065,0.114,-0.053
4.939,3.840,-8.346,-0.065,0.109,-0.048
4.932,3.833,-8.337,-0.064,0.105,-0.044
4.930,3.819,-8.322,-0.063,0.100,-0.040
4.930,3.804,-8.332,-0.062,0.095,-0.035
4.937,3.804,-8.313,-0.060,0.091,-0.031
4.937,3.802,-8.294,-0.058,0.087,-0.028
4.942,3.792,-8.270,-0.054,0.082,-0.022
4.944,3.780,-8.262,-0.050,0.076,-0.019
4.954,3.757,-8.279,-0.044,0.070,-0.014
4.956,3.761,-8.294,-0.039,0.065,-0.011
4.949,3.754,-8.339,-0.018,0.052,0.006
4.949,3.747,-8.341,-0.009,0.049,0.011
4.954,3.757,-8.349,-0.003,0.047,0.014
4.949,3.764,-8.368,0.003,0.042,0.019
4.939,3.771,-8.387,0.009,0.039,0.022
4.932,3.764,-8.416,0.014,0.036,0.026
4.915,3.764,-8.428,0.020,0.033,0.029
4.920,3.780,-8.435,0.023,0.031,0.032
4.930,3.795,-8.435,0.024,0.029,0.035
4.942,3.792,-8.428,0.026,0.027,0.038
4.946,3.792,-8.425,0.028,0.025,0.043
4.944,3.773,-8.430,0.029,0.025,0.047
4.951,3.780,-8.437,0.030,0.024,0.050
4.944,3.768,-8.454,0.030,0.022,0.054
4.934,3.752,-8.464,0.030,0.021,0.058
4.937,3.740,-8.468,0.029,0.022,0.060
4.927,3.752,-8.485,0.025,0.023,0.061
4.925,3.764,-8.490,0.021,0.024,0.063
4.913,3.764,-8.507,0.017,0.025,0.062
4.903,3.776,-8.480,0.010,0.026,0.062
4.889,3.773,-8.459,0.005,0.026,0.062
4.884,3.757,-8.464,-0.001,0.026,0.060
4.877,3.733,-8.437,-0.010,0.025,0.057
4.877,3.721,-8.430,-0.017,0.025,0.056
4.872,3.692,-8.394,-0.025,0.024,0.055
4.863,3.670,-8.404,-0.031,0.024,0.055
4.843,3.661,-8.401,-0.037,0.024,0.055
4.839,3.630,-8.396,-0.043,0.023,0.055
4.827,3.601,-8.387,-0.047,0.021,0.056
4.827,3.579,-8.389,-0.048,0.018,0.056
4.817,3.560,-8.377,-0.046,0.014,0.056
4.815,3.551,-8.392,-0.043,0.011,0.055
4.810,3.531,-8.399,-0.039,0.006,0.055
4.820,3.510,-8.389,-0.033,0.001,0.055
4.817,3.503,-8.406,-0.029,-0.001,0.054
4.829,3.505,-8.396,-0.025,-0.005,0.054
4.843,3.517,-8.387,-0.021,-0.009,0.054
4.853,3.531,-8.392,-0.019,-0.012,0.054
4.870,3.519,-8.373,-0.017,-0.016,0.054
4.877,3.524,-8.377,-0.017,-0.022,0.054
4.882,3.527,-8.394,-0.018,-0.023,0.054
4.891,3.524,-8.430,-0.022,-0.025,0.053
4.887,3.515,-8.442,-0.024,-0.026,0.052
4.899,3.512,-8.447,-0.026,-0.027,0.052

4.793,5.145,-10.460,0.492,-4.614,-1.184
4.930,5.392,-10.712,0.301,-4.485,-1.094
4.978,5.519,-10.922,0.146,-4.382,-1.035
4.992,5.569,-11.195,-0.008,-4.276,-0.984
4.939,5.602,-11.588,-0.206,-4.126,-0.929
4.949,5.519,-11.772,-0.361,-4.028,-0.895
5.406,5.425,-12.237,-0.604,-3.920,-0.882
5.564,5.382,-12.263,-0.794,-3.804,-0.895
5.564,5.392,-12.299,-0.974,-3.697,-0.919
5.057,5.375,-12.170,-1.180,-3.578,-0.941
4.841,5.227,-12.337,-1.315,-3.539,-0.949
4.769,5.035,-12.591,-1.429,-3.480,-0.964
4.798,4.745,-12.857,-1.535,-3.384,-0.995
4.678,4.566,-12.972,-1.573,-3.313,-1.022
4.314,4.336,-13.218,-1.559,-3.269,-1.036
4.063,4.140,-13.522,-1.498,-3.257,-1.031
3.950,3.910,-13.949,-1.393,-3.250,-1.017
3.864,3.630,-14.463,-1.182,-3.201,-0.988
3.771,3.469,-14.664,-0.985,-3.150,-0.952
3.685,3.316,-14.823,-0.710,-3.094,-0.885
3.735,3.239,-14.971,-0.516,-3.063,-0.827
3.895,3.199,-15.117,-0.338,-3.030,-0.770
4.132,3.232,-15.232,-0.122,-2.977,-0.703
4.288,3.306,-15.246,0.022,-2.935,-0.657
4.432,3.397,-15.230,0.150,-2.897,-0.611
4.685,3.529,-15.273,0.291,-2.850,-0.549
4.961,3.634,-15.318,0.377,-2.806,-0.506
5.236,3.759,-15.340,0.448,-2.748,-0.466
5.483,3.984,-15.366,0.526,-2.654,-0.415
5.602,4.178,-15.395,0.572,-2.574,-0.378
5.689,4.410,-15.481,0.619,-2.460,-0.327
5.753,4.563,-15.541,0.640,-2.363,-0.292
5.806,4.688,-15.562,0.645,-2.261,-0.257
5.887,4.791,-15.541,0.622,-2.125,-0.214
5.966,4.851,-15.474,0.576,-2.026,-0.188
6.062,4.877,-15.383,0.508,-1.930,-0.165
6.194,4.867,-15.253,0.385,-1.802,-0.145
6.376,4.690,-15.055,0.265,-1.737,-0.140
6.922,4.597,-15.146,-0.011,-1.690,-0.196
6.440,4.551,-14.672,-0.895,-1.774,-0.480
6.395,4.508,-14.617,-0.974,-1.609,-0.476
6.342,4.343,-14.377,-0.975,-1.432,-0.443
6.256,4.175,-14.116,-0.972,-1.264,-0.407
6.074,4.029,-13.714,-0.978,-1.052,-0.369
5.990,3.895,-13.503,-1.009,-0.987,-0.359
5.892,3.809,-13.427,-1.052,-0.972,-0.363
5.765,3.673,-13.372,-1.086,-0.972,-0.371
5.643,3.560,-13.374,-1.078,-0.947,-0.370
5.471,3.402,-13.340,-1.018,-0.857,-0.351
5.329,3.294,-13.238,-0.946,-0.769,-0.329
5.183,3.206,-13.132,-0.869,-0.686,-0.304
5.040,3.144,-13.020,-0.772,-0.598,-0.277
4.970,3.112,-12.924,-0.708,-0.555,-0.261
4.920,3.086,-12.826,-0.646,-0.530,-0.247
4.872,3.089,-12.711,-0.561,-0.503,-0.229
4.834,3.084,-12.622,-0.488,-0.473,-0.213
4.752,3.065,-12.495,-0.381,-0.420,-0.188
4.707,3.089,-12.428,-0.301,-0.374,-0.169
4.657,3.132,-12.340,-0.226,-0.333,-0.149
4.609,3.203,-12.196,-0.139,-0.285,-0.124
4.592,3.280,-12.100,-0.083,-0.253,-0.107
4.594,3.395,-11.985,-0.020,-0.210,-0.086
4.583,3.457,-11.890,0.022,-0.176,-0.071
4.571,3.496,-11.806,0.058,-0.138,-0.056
4.566,3.541,-11.665,0.096,-0.086,-0.036
4.556,3.579,-11.550,0.112,-0.046,-0.020
4.551,3.622,-11.439,0.121,-0.006,-0.006
4.566,3.673,-11.231,0.123,0.047,0.011
4.575,3.706,-11.078,0.118,0.085,0.024
4.573,3.730,-10.965,0.110,0.123,0.035
4.568,3.735,-10.772,0.095,0.173,0.050
4.566,3.742,-10.657,0.080,0.211,0.060
4.566,3.723,-10.537,0.063,0.249,0.068
4.551,3.680,-10.379,0.038,0.296,0.079
4.518,3.651,-10.262,0.017,0.329,0.085
4.496,3.622,-10.144,-0.005,0.358,0.090
4.456,3.579,-10.017,-0.032,0.395,0.095
4.422,3.524,-9.900,-0.053,0.419,0.099
4.398,3.472,-9.787,-0.072,0.440,0.102
4.369,3.428,-9.656,-0.098,0.467,0.108
4.343,3.381,-9.548,-0.116,0.483,0.111
4.326,3.323,-9.424,-0.132,0.497,0.115
4.310,3.227,-9.256,-0.149,0.509,0.121
4.298,3.151,-9.146,-0.157,0.515,0.124
4.288,3.084,-9.050,-0.161,0.516,0.128
4.283,2.993,-8.938,-0.160,0.516,0.132
4.293,2.933,-8.859,-0.157,0.515,0.136
4.298,2.873,-8.784,-0.152,0.512,0.139
4.312,2.796,-8.693,-0.143,0.508,0.142
4.329,2.753,-8.600,-0.137,0.504,0.143
4.367,2.708,-8.495,-0.127,0.498,0.143
4.393,2.684,-8.404,-0.119,0.491,0.144
4.415,2.674,-8.327,-0.111,0.483,0.141
4.429,2.662,-8.243,-0.100,0.472,0.136
4.434,2.653,-8.203,-0.093,0.462,0.131
4.434,2.629,-8.176,-0.087,0.451,0.125
4.448,2.619,-8.145,-0.079,0.435,0.114
4.477,2.614,-8.116,-0.075,0.422,0.106
4.499,2.602,-8.078,-0.071,0.410,0.098
4.520,2.598,-8.040,-0.064,0.391,0.087
4.542,2.581,-7.982,-0.056,0.377,0.079
4.559,2.564,-7.951,-0.048,0.361,0.071
4.590,2.591,-7.889,-0.038,0.339,0.062
4.614,2.607,-7.896,-0.030,0.321,0.056
4.609,2.619,-7.906,-0.021,0.302,0.050
4.614,2.626,-7.894,-0.011,0.275,0.044
4.638,2.641,-7.879,-0.005,0.254,0.040
4.664,2.650,-7.863,0.001,0.234,0.036
4.709,2.686,-7.858,0.006,0.208,0.032
4.729,2.713,-7.851,0.009,0.187,0.029
4.760,2.741,-7.846,0.011,0.168,0.026
4.796,2.761,-7.831,0.012,0.143,0.021
4.827,2.780,-7.824,0.013,0.126,0.018
4.848,2.799,-7.829,0.014,0.110,0.014
4.867,2.806,-7.836,0.012,0.089,0.010
4.882,2.820,-7.841,0.010,0.076,0.007
4.899,2.847,-7.841,0.007,0.063,0.004
4.925,2.883,-7.848,0.001,0.047,0.000
4.937,2.909,-7.848,-0.005,0.034,-0.002
4.946,2.940,-7.846,-0.014,0.020,-0.005
4.970,2.976,-7.863,-0.028,0.002,-0.009
4.973,2.981,-7.891,-0.039,-0.011,-0.013
4.970,2.981,-7.920,-0.055,-0.028,-0.018
4.961,2.957,-8.076,-0.089,-0.080,-0.030
4.980,2.952,-8.095,-0.096,-0.096,-0.033
5.001,2.952,-8.121,-0.098,-0.106,-0.034
5.006,2.959,-8.150,-0.099,-0.116,-0.034
5.018,2.964,-8.171,-0.098,-0.128,-0.035
5.028,2.954,-8.229,-0.097,-0.136,-0.037
5.011,2.971,-8.282,-0.095,-0.144,-0.039
4.999,2.976,-8.351,-0.091,-0.154,-0.043
4.992,2.993,-8.408,-0.087,-0.163,-0.046
4.990,3.024,-8.492,-0.082,-0.173,-0.052
4.994,3.029,-8.545,-0.077,-0.180,-0.056
4.994,3.033,-8.605,-0.073,-0.184,-0.059
4.997,3.048,-8.648,-0.066,-0.188,-0.061
5.009,3.053,-8.684,-0.059,-0.191,-0.062
5.018,3.065,-8.729,-0.050,-0.194,-0.061
5.045,3.084,-8.782,-0.043,-0.195,-0.060
5.066,3.103,-8.813,-0.036,-0.195,-0.059
5.064,3.139,-8.859,-0.026,-0.193,-0.057
5.057,3.151,-8.894,-0.020,-0.191,-0.055
5.066,3.170,-8.918,-0.014,-0.188,-0.054
5.073,3.196,-8.950,-0.007,-0.182,-0.051
5.083,3.223,-8.988,-0.004,-0.176,-0.049
5.090,3.251,-9.017,-0.002,-0.167,-0.047
5.095,3.266,-9.014,-0.002,-0.160,-0.045
5.092,3.285,-9.017,-0.002,-0.154,-0.043
5.100,3.318,-9.048,-0.005,-0.146,-0.041
5.104,3.333,-9.038,-0.007,-0.139,-0.039
5.102,3.335,-9.055,-0.010,-0.132,-0.037
5.095,3.333,-9.100,-0.016,-0.120,-0.034
5.092,3.335,-9.108,-0.019,-0.113,-0.032
5.104,3.323,-9.129,-0.023,-0.102,-0.029
5.090,3.326,-9.134,-0.026,-0.092,-0.026
5.085,3.338,-9.122,-0.029,-0.083,-0.023
5.092,3.316,-9.100,-0.032,-0.070,-0.017
5.097,3.309,-9.076,-0.035,-0.061,-0.013
5.109,3.302,-9.060,-0.038,-0.049,-0.006
5.100,3.294,-9.041,-0.041,-0.039,-0.001
5.085,3.292,-9.007,-0.043,-0.029,0.004
5.085,3.285,-8.973,-0.047,-0.016,0.010
5.049,3.275,-8.971,-0.051,-0.008,0.014
5.025,3.263,-8.971,-0.053,-0.001,0.017
4.990,3.247,-8.947,-0.056,0.006,0.021
4.951,3.225,-8.928,-0.058,0.010,0.024
4.920,3.215,-8.906,-0.059,0.013,0.027
4.913,3.189,-8.894,-0.056,0.015,0.030
4.915,3.156,-8.847,-0.054,0.016,0.033
4.913,3.124,-8.808,-0.050,0.017,0.037
4.915,3.115,-8.782,-0.047,0.017,0.039
4.915,3.100,-8.756,-0.044,0.018,0.041
4.903,3.100,-8.729,-0.043,0.020,0.043
4.894,3.091,-8.722,-0.043,0.021,0.044
4.875,3.093,-8.722,-0.043,0.021,0.045
4.843,3.084,-8.708,-0.042,0.021,0.045
4.817,3.074,-8.703,-0.041,0.019,0.044
4.812,3.053,-8.689,-0.040,0.015,0.043
4.810,3.029,-8.689,-0.036,0.009,0.043
4.805,3.041,-8.681,-0.032,0.003,0.043
4.808,3.017,-8.672,-0.027,-0.001,0.044
4.817,2.998,-8.653,-0.019,-0.005,0.046
4.831,2.978,-8.650,-0.012,-0.008,0.048
4.827,2.974,-8.657,-0.006,-0.009,0.049
4.817,2.983,-8.681,0.004,-0.012,0.053
4.810,2.986,-8.703,0.011,-0.013,0.055
4.796,2.990,-8.715,0.018,-0.016,0.056
4.808,3.017,-8.717,0.026,-0.019,0.059
4.820,3.026,-8.724,0.030,-0.022,0.060
4.831,3.043,-8.748,0.036,-0.026,0.061
4.831,3.062,-8.756,0.039,-0.026,0.063
4.831,3.081,-8.770,0.039,-0.026,0.063
4.843,3.091,-8.770,0.038,-0.025,0.064
4.855,3.100,-8.760,0.034,-0.023,0.065
4.867,3.108,-8.746,0.027,-0.021,0.064
4.882,3.112,-8.756,0.019,-0.017,0.064
4.901,3.112,-8.768,0.012,-0.013,0.063
4.906,3.105,-8.792,0.005,-0.009,0.063
4.901,3.086,-8.815,-0.006,-0.004,0.062
4.908,3.091,-8.823,-0.013,-0.000,0.061
4.913,3.084,-8.803,-0.021,0.003,0.060
4.930,3.077,-8.806,-0.031,0.006,0.060
4.925,3.060,-8.777,-0.037,0.007,0.060
4.942,3.048,-8.787,-0.041,0.008,0.060
4.939,3.012,-8.768,-0.046,0.009,0.060
4.951,2.993,-8.770,-0.048,0.010,0.060
4.968,2.976,-8.789,-0.048,0.011,0.060
4.968,2.971,-8.775,-0.048,0.012,0.059
4.970,2.964,-8.787,-0.048,0.013,0.058
4.961,2.959,-8.782,-0.046,0.014,0.055
4.968,2.950,-8.780,-0.045,0.015,0.054
4.963,2.928,-8.734,-0.032,0.025,0.056
4.968,2.923,-8.710,-0.027,0.025,0.059
4.961,2.926,-8.686,-0.024,0.024,0.061
4.937,2.940,-8.686,-0.020,0.021,0.063
4.934,2.940,-8.689,-0.017,0.019,0.064
4.934,2.945,-8.693,-0.016,0.017,0.065
4.939,2.950,-8.684,-0.015,0.015,0.065
4.927,2.959,-8.672,-0.014,0.012,0.063
4.920,2.952,-8.672,-0.014,0.009,0.062
4.925,2.952,-8.638,-0.014,0.003,0.059
4.934,2.950,-8.645,-0.016,-0.000,0.056
4.944,2.945,-8.648,-0.017,-0.005,0.054
4.944,2.940,-8.677,-0.018,-0.012,0.051
4.932,2.942,-8.701,-0.019,-0.017,0.048

5.440,5.310,-9.426,-0.528,-3.705,-1.240
4.774,5.483,-9.591,-0.673,-3.690,-1.278
4.262,5.483,-10.135,-0.804,-3.715,-1.313
4.111,5.370,-11.078,-0.968,-3.722,-1.379
4.068,5.265,-11.600,-1.059,-3.694,-1.441
3.876,5.143,-11.875,-1.107,-3.666,-1.492
3.565,4.934,-12.167,-1.105,-3.689,-1.519
3.505,4.812,-12.519,-1.064,-3.718,-1.511
3.577,4.729,-13.053,-0.949,-3.723,-1.484
3.575,4.685,-13.453,-0.815,-3.700,-1.455
3.440,4.652,-13.795,-0.649,-3.680,-1.414
3.251,4.599,-14.274,-0.419,-3.686,-1.338
3.263,4.561,-14.638,-0.259,-3.699,-1.278
3.476,4.575,-15.024,-0.075,-3.701,-1.203
3.668,4.657,-15.225,0.051,-3.683,-1.147
3.802,4.755,-15.359,0.169,-3.662,-1.088
4.005,4.920,-15.541,0.316,-3.636,-1.000
4.223,5.042,-15.737,0.416,-3.609,-0.929
4.499,5.188,-15.945,0.503,-3.568,-0.861
4.867,5.420,-16.204,0.612,-3.493,-0.769
5.076,5.562,-16.333,0.688,-3.420,-0.695
5.272,5.701,-16.417,0.763,-3.334,-0.617
5.583,5.842,-16.463,0.844,-3.192,-0.514
5.794,5.921,-16.407,0.884,-3.069,-0.444
6.019,6.009,-16.285,0.902,-2.899,-0.361
6.256,5.962,-16.103,0.887,-2.779,-0.308
6.792,5.622,-16.020,0.778,-2.777,-0.288
7.786,5.698,-16.326,0.480,-2.592,-0.389
7.228,5.883,-15.253,0.237,-2.378,-0.501
6.950,5.722,-14.483,-0.084,-2.536,-0.620
6.833,5.693,-15.040,-0.496,-2.879,-0.769
6.766,5.739,-15.632,-0.671,-2.894,-0.803
6.812,5.748,-15.749,-0.723,-2.629,-0.771
6.771,5.610,-15.435,-0.689,-2.334,-0.708
6.627,5.444,-14.918,-0.662,-2.046,-0.647
6.397,5.296,-14.430,-0.690,-1.783,-0.595
6.275,5.248,-14.198,-0.768,-1.687,-0.586
6.179,5.231,-14.102,-0.871,-1.659,-0.593
6.038,5.162,-14.078,-1.000,-1.651,-0.608
5.404,4.408,-13.767,-1.007,-1.238,-0.511
5.212,4.231,-13.532,-0.953,-1.103,-0.463
5.121,4.120,-13.340,-0.917,-1.039,-0.434
5.064,4.015,-13.137,-0.872,-0.993,-0.404
5.023,3.931,-13.015,-0.827,-0.969,-0.386
4.954,3.845,-12.948,-0.767,-0.940,-0.369
4.843,3.745,-12.862,-0.660,-0.886,-0.342
4.745,3.675,-12.790,-0.565,-0.832,-0.320
4.673,3.627,-12.694,-0.466,-0.778,-0.298
4.590,3.632,-12.562,-0.339,-0.713,-0.268
4.559,3.668,-12.452,-0.252,-0.670,-0.246
4.544,3.742,-12.309,-0.148,-0.618,-0.219
4.563,3.802,-12.163,-0.076,-0.580,-0.198
4.556,3.859,-12.040,-0.008,-0.539,-0.176
4.561,3.946,-11.873,0.072,-0.478,-0.144
4.549,4.015,-11.734,0.122,-0.427,-0.120
4.539,4.070,-11.607,0.162,-0.378,-0.097
4.539,4.154,-11.454,0.196,-0.313,-0.070
4.532,4.214,-11.351,0.208,-0.262,-0.050
4.506,4.298,-11.195,0.211,-0.195,-0.027
4.496,4.345,-11.080,0.203,-0.143,-0.010
4.492,4.384,-10.946,0.188,-0.091,0.006
4.429,4.436,-10.788,0.157,-0.020,0.026
4.396,4.468,-10.642,0.127,0.031,0.040
4.322,4.492,-10.525,0.092,0.075,0.052
4.233,4.463,-10.353,0.040,0.126,0.067
4.185,4.427,-10.197,-0.002,0.158,0.076
4.132,4.374,-10.068,-0.045,0.185,0.086
4.073,4.293,-9.895,-0.102,0.218,0.097
4.044,4.226,-9.768,-0.144,0.239,0.105
4.010,4.154,-9.656,-0.182,0.259,0.111
3.962,4.056,-9.495,-0.231,0.281,0.118
3.924,3.977,-9.390,-0.262,0.293,0.121
3.898,3.876,-9.299,-0.287,0.303,0.125
3.881,3.768,-9.187,-0.314,0.314,0.128
3.867,3.673,-9.110,-0.326,0.321,0.130
3.857,3.589,-9.009,-0.333,0.328,0.131
3.862,3.486,-8.894,-0.335,0.334,0.133
3.871,3.395,-8.832,-0.330,0.336,0.132
3.850,3.290,-8.744,-0.318,0.335,0.132
3.840,3.218,-8.674,-0.305,0.332,0.131
3.838,3.170,-8.593,-0.288,0.328,0.131
3.850,3.122,-8.514,-0.264,0.322,0.132
3.859,3.110,-8.452,-0.243,0.315,0.132
3.867,3.096,-8.373,-0.224,0.307,0.131
3.871,3.096,-8.315,-0.198,0.293,0.128
3.869,3.098,-8.265,-0.180,0.280,0.122
3.862,3.089,-8.258,-0.162,0.266,0.115
3.886,3.041,-8.258,-0.136,0.246,0.106
3.895,3.010,-8.248,-0.117,0.233,0.098
3.910,3.005,-8.229,-0.101,0.221,0.090
3.950,3.012,-8.198,-0.083,0.207,0.083
3.982,3.029,-8.169,-0.073,0.195,0.076
3.991,3.081,-8.126,-0.064,0.181,0.070
4.020,3.127,-8.097,-0.056,0.160,0.061
4.029,3.168,-8.090,-0.053,0.144,0.053
4.053,3.215,-8.097,-0.052,0.127,0.045
4.108,3.256,-8.097,-0.055,0.103,0.034
4.147,3.282,-8.128,-0.059,0.087,0.024
4.178,3.302,-8.131,-0.065,0.073,0.015
4.223,3.345,-8.143,-0.072,0.056,0.004
4.262,3.359,-8.186,-0.079,0.046,-0.004
4.290,3.369,-8.203,-0.088,0.034,-0.013
4.302,3.378,-8.236,-0.094,0.026,-0.019
4.310,3.393,-8.246,-0.099,0.016,-0.025
4.334,3.412,-8.274,-0.105,0.006,-0.030
4.348,3.438,-8.296,-0.107,-0.002,-0.033
4.360,3.433,-8.329,-0.109,-0.011,-0.035
4.374,3.426,-8.356,-0.110,-0.021,-0.035
4.379,3.438,-8.368,-0.110,-0.030,-0.034
4.422,3.448,-8.382,-0.110,-0.041,-0.031
4.448,3.467,-8.382,-0.110,-0.050,-0.029
4.472,3.484,-8.394,-0.110,-0.058,-0.027
4.511,3.515,-8.428,-0.111,-0.069,-0.025
4.527,3.534,-8.440,-0.112,-0.076,-0.024
4.568,3.618,-8.578,-0.125,-0.105,-0.034
4.580,3.615,-8.605,-0.127,-0.110,-0.039
4.571,3.618,-8.653,-0.130,-0.117,-0.042
4.585,3.627,-8.696,-0.133,-0.123,-0.049
4.602,3.630,-8.753,-0.136,-0.127,-0.052
4.628,3.622,-8.801,-0.139,-0.131,-0.057
4.633,3.618,-8.835,-0.141,-0.131,-0.060
4.626,3.615,-8.854,-0.140,-0.132,-0.063
4.611,3.632,-8.921,-0.135,-0.133,-0.066
4.611,3.654,-8.964,-0.127,-0.133,-0.068
4.604,3.666,-8.995,-0.117,-0.133,-0.068
4.599,3.656,-9.045,-0.102,-0.134,-0.067
4.606,3.666,-9.057,-0.088,-0.134,-0.065
4.638,3.692,-9.088,-0.069,-0.132,-0.060
4.645,3.718,-9.115,-0.056,-0.127,-0.056
4.666,3.740,-9.143,-0.046,-0.121,-0.052
4.695,3.761,-9.160,-0.034,-0.108,-0.045
4.717,3.783,-9.167,-0.029,-0.097,-0.041
