aX,aY,aZ,gX,gY,gZ
9.579,1.980,2.602,-0.318,-0.070,1.926
9.325,1.856,2.492,-0.316,0.015,1.949
8.906,1.607,2.433,-0.297,0.077,1.991
8.633,1.353,2.442,-0.273,0.108,2.025
8.392,1.149,2.399,-0.240,0.128,2.058
8.059,0.836,2.409,-0.182,0.161,2.107
7.853,0.658,2.413,-0.139,0.178,2.140
7.685,0.558,2.389,-0.105,0.184,2.165
7.549,0.479,2.310,-0.082,0.158,2.178
7.410,0.520,2.265,-0.075,0.131,2.174
7.513,0.563,2.260,-0.101,0.083,2.155
6.900,0.871,2.564,-0.086,0.147,2.150
7.537,0.673,2.207,-0.181,0.182,2.144
7.666,1.271,1.750,-0.332,-0.402,2.041
7.410,1.551,1.884,-0.349,-0.432,1.969
7.374,1.542,2.241,-0.229,-0.021,2.013
7.216,1.635,2.368,-0.064,0.358,2.074
6.924,1.587,2.179,0.107,0.683,2.179
6.780,1.568,1.946,0.133,0.729,2.231
6.756,1.671,1.695,0.075,0.575,2.241
6.498,1.695,1.669,-0.037,0.349,2.231
6.345,1.623,1.702,-0.108,0.164,2.228
6.165,1.578,1.793,-0.135,0.072,2.237
6.179,1.324,1.949,-0.136,0.094,2.279
6.282,1.185,1.942,-0.135,0.073,2.283
6.275,0.934,1.970,-0.133,0.116,2.284
6.299,0.599,1.966,-0.144,0.151,2.261
6.275,0.369,1.932,-0.143,0.169,2.234
6.191,0.062,1.891,-0.121,0.194,2.208
6.033,-0.311,1.954,-0.039,0.273,2.193
6.088,-0.486,2.093,0.050,0.398,2.186
6.112,-0.654,2.148,0.141,0.526,2.162
6.017,-0.850,2.076,0.237,0.593,2.116
5.863,-0.965,1.973,0.281,0.537,2.067
5.650,-1.020,1.901,0.320,0.402,2.022
5.456,-0.979,1.970,0.388,0.272,1.974
5.449,-0.881,2.083,0.459,0.202,1.944
5.401,-0.747,2.176,0.542,0.164,1.911
5.291,-0.591,2.274,0.676,0.148,1.876
5.188,-0.517,2.349,0.793,0.162,1.860
5.121,-0.469,2.385,0.910,0.178,1.852
5.157,-0.362,2.483,1.034,0.230,1.837
5.200,-0.285,2.519,1.095,0.277,1.811
5.191,-0.237,2.512,1.122,0.289,1.776
5.119,-0.184,2.437,1.104,0.221,1.700
5.071,-0.132,2.456,1.075,0.157,1.640
5.011,-0.105,2.538,1.044,0.115,1.578
5.018,-0.022,2.660,1.001,0.099,1.495
5.052,0.074,2.763,0.968,0.111,1.425
5.030,0.223,2.828,0.932,0.116,1.343
4.927,0.438,2.890,0.888,0.091,1.225
4.822,0.630,2.954,0.858,0.064,1.131
4.767,0.912,3.081,0.833,0.060,1.040
4.714,1.209,3.184,0.806,0.071,0.941
4.705,1.616,3.364,0.761,0.086,0.814
4.705,1.980,3.531,0.718,0.092,0.721
4.738,2.433,3.685,0.660,0.109,0.623
4.714,3.007,3.780,0.569,0.116,0.498
4.736,3.462,3.859,0.482,0.126,0.405
4.729,3.871,3.941,0.388,0.142,0.318
4.822,4.384,4.070,0.246,0.180,0.208
4.922,4.784,4.192,0.130,0.231,0.123
4.958,5.112,4.245,0.009,0.262,0.041
5.016,5.543,4.295,-0.162,0.283,-0.059
5.054,5.830,4.329,-0.288,0.274,-0.123
5.109,6.086,4.393,-0.404,0.256,-0.179
5.193,6.364,4.571,-0.528,0.266,-0.233
5.260,6.491,4.664,-0.596,0.277,-0.261
5.337,6.570,4.741,-0.639,0.289,-0.280
5.449,6.608,4.798,-0.666,0.273,-0.297
5.552,6.601,4.889,-0.659,0.243,-0.302
5.631,6.579,4.982,-0.629,0.214,-0.301
5.744,6.543,5.136,-0.549,0.182,-0.284
5.842,6.546,5.236,-0.466,0.168,-0.259
5.971,6.560,5.308,-0.373,0.153,-0.230
6.122,6.632,5.418,-0.245,0.118,-0.187
6.225,6.737,5.485,-0.153,0.090,-0.154
6.349,6.859,5.523,-0.070,0.057,-0.121
6.534,7.065,5.583,0.026,0.016,-0.079
6.677,7.178,5.593,0.086,-0.021,-0.048
6.838,7.295,5.636,0.137,-0.049,-0.020
7.051,7.436,5.669,0.189,-0.070,0.014
7.216,7.525,5.679,0.222,-0.075,0.035
7.350,7.592,5.660,0.251,-0.075,0.056
7.511,7.626,5.622,0.284,-0.078,0.083
7.626,7.621,5.574,0.305,-0.087,0.103
7.717,7.587,5.545,0.324,-0.103,0.123
7.843,7.535,5.519,0.345,-0.115,0.146
7.927,7.451,5.478,0.361,-0.116,0.163
7.992,7.321,5.454,0.374,-0.115,0.175
8.064,7.128,5.399,0.384,-0.123,0.188
8.109,6.979,5.373,0.385,-0.128,0.195
8.104,6.814,5.361,0.379,-0.130,0.200
8.126,6.582,5.346,0.365,-0.131,0.203
8.119,6.407,5.334,0.350,-0.130,0.203
8.095,6.266,5.306,0.329,-0.125,0.200
8.054,6.079,5.291,0.298,-0.105,0.197
8.045,5.954,5.301,0.271,-0.082,0.193
8.023,5.842,5.298,0.240,-0.058,0.187
8.011,5.681,5.294,0.194,-0.027,0.177
7.987,5.540,5.291,0.156,-0.004,0.169
7.958,5.404,5.315,0.120,0.028,0.161
7.915,5.181,5.298,0.078,0.075,0.149
7.875,5.009,5.291,0.049,0.105,0.140
7.810,4.836,5.284,0.021,0.136,0.130
7.736,4.642,5.270,-0.012,0.141,0.112
7.664,4.494,5.282,-0.029,0.138,0.101
7.606,4.343,5.325,-0.041,0.156,0.090
7.542,4.142,5.325,-0.046,0.178,0.078
7.468,3.962,5.298,-0.042,0.173,0.073
7.444,3.840,5.306,-0.041,0.170,0.065
7.389,3.663,5.260,-0.034,0.161,0.052
7.372,3.541,5.231,-0.025,0.142,0.043
7.391,3.445,5.203,-0.013,0.127,0.033
7.408,3.323,5.207,0.008,0.131,0.019
7.420,3.282,5.186,0.027,0.139,0.009
7.441,3.306,5.169,0.043,0.153,-0.003
7.460,3.369,5.174,0.051,0.172,-0.016
7.456,3.464,5.109,0.047,0.182,-0.034
7.470,3.594,5.047,0.033,0.172,-0.047
7.503,3.711,5.025,0.010,0.161,-0.056
7.547,3.828,4.968,-0.023,0.144,-0.064
7.597,3.907,4.958,-0.049,0.131,-0.068
7.635,3.953,4.951,-0.074,0.128,-0.071
7.685,3.955,4.925,-0.102,0.126,-0.075
7.728,3.938,4.872,-0.120,0.121,-0.081
7.786,3.924,4.820,-0.140,0.119,-0.090
7.817,3.903,4.808,-0.152,0.126,-0.100
7.865,3.915,4.781,-0.161,0.135,-0.111
7.875,3.984,4.788,-0.172,0.155,-0.128
7.843,4.058,4.786,-0.182,0.171,-0.141
7.834,4.147,4.745,-0.197,0.177,-0.150
7.779,4.247,4.702,-0.224,0.176,-0.157
7.760,4.302,4.685,-0.247,0.173,-0.161
7.731,4.341,4.681,-0.270,0.163,-0.160
7.719,4.338,4.666,-0.296,0.149,-0.159
7.709,4.302,4.662,-0.309,0.139,-0.156
7.717,4.264,4.671,-0.317,0.130,-0.154
7.726,4.202,4.673,-0.319,0.121,-0.152

-3.448,12.874,5.461,0.669,0.249,-3.516
-3.110,14.284,5.703,0.494,0.245,-3.499
-2.820,15.194,5.909,0.339,0.243,-3.479
-2.516,15.972,6.132,0.173,0.247,-3.458
-2.090,16.865,6.493,-0.050,0.265,-3.429
-1.767,17.425,6.771,-0.211,0.284,-3.409
-1.446,17.930,7.058,-0.361,0.306,-3.389
-1.030,18.447,7.420,-0.540,0.333,-3.361
-0.752,18.754,7.693,-0.661,0.350,-3.339
-0.498,19.005,7.980,-0.767,0.365,-3.312
-0.175,19.264,8.375,-0.882,0.376,-3.267
0.065,19.379,8.636,-0.946,0.377,-3.224
0.366,19.407,9.002,-0.996,0.369,-3.157
0.644,19.371,9.290,-1.009,0.356,-3.095
0.783,19.292,9.608,-1.001,0.351,-3.020
1.470,19.130,9.598,-1.007,0.322,-2.928
1.645,19.190,10.017,-0.995,0.081,-2.903
1.719,18.912,10.475,-0.910,0.103,-2.830
1.911,18.591,11.037,-0.704,0.245,-2.673
1.982,18.294,11.121,-0.508,0.342,-2.536
2.018,18.014,11.382,-0.325,0.474,-2.394
2.119,17.581,10.872,-0.181,0.463,-2.237
2.195,17.406,11.064,-0.112,0.274,-2.158
2.215,17.104,11.392,-0.056,0.308,-2.078
2.155,16.747,11.468,0.038,0.381,-1.950
2.018,16.486,11.179,0.078,0.369,-1.854
2.035,16.319,10.953,0.088,0.228,-1.772
2.243,16.044,10.736,0.051,0.023,-1.691
2.564,15.859,10.635,-0.006,-0.127,-1.659
2.863,15.603,10.499,-0.070,-0.260,-1.648
3.266,15.186,10.333,-0.126,-0.457,-1.643
3.591,14.882,10.309,-0.147,-0.523,-1.639
3.910,14.641,10.166,-0.147,-0.598,-1.632
4.288,14.456,10.070,-0.129,-0.661,-1.615
4.547,14.382,9.917,-0.099,-0.701,-1.589
4.915,14.401,9.706,-0.056,-0.765,-1.541
5.186,14.454,9.601,-0.032,-0.822,-1.501
5.607,14.571,9.562,-0.021,-0.869,-1.455
6.076,14.720,9.550,-0.021,-0.863,-1.391
6.364,14.894,9.512,-0.037,-0.861,-1.335
6.644,15.083,9.467,-0.071,-0.870,-1.275
6.948,15.273,9.318,-0.151,-0.886,-1.197
7.123,15.270,9.191,-0.228,-0.911,-1.142
7.242,15.167,9.129,-0.314,-0.944,-1.089
7.470,14.997,9.079,-0.438,-1.030,-1.025
7.604,14.751,8.981,-0.520,-1.075,-0.970
7.587,13.060,8.923,-0.750,-1.196,-0.687
7.654,12.582,8.873,-0.771,-1.238,-0.621
7.772,12.103,8.854,-0.777,-1.243,-0.561
7.834,11.449,8.736,-0.766,-1.210,-0.488
7.872,11.078,8.552,-0.755,-1.253,-0.452
7.860,10.693,8.317,-0.741,-1.307,-0.413
8.078,10.566,8.198,-0.737,-1.428,-0.391
8.210,10.575,8.401,-0.720,-1.401,-0.385
8.487,10.630,8.586,-0.687,-1.253,-0.355
8.622,10.436,8.528,-0.654,-1.026,-0.313
8.660,10.453,8.528,-0.632,-0.809,-0.272
8.638,10.388,8.274,-0.601,-0.550,-0.189
8.638,10.321,7.822,-0.599,-0.480,-0.128
8.701,10.345,7.501,-0.613,-0.569,-0.088
8.882,10.345,7.573,-0.636,-0.777,-0.051
9.060,10.314,7.659,-0.648,-0.895,-0.017
9.237,10.341,7.927,-0.650,-0.970,0.014
9.440,10.209,8.054,-0.621,-0.946,0.075
9.488,10.070,8.095,-0.594,-0.902,0.127
9.538,9.857,7.872,-0.567,-0.900,0.195
9.550,9.701,7.673,-0.551,-0.956,0.238
9.529,9.629,7.558,-0.532,-1.062,0.280
9.553,9.584,7.647,-0.495,-1.212,0.352
9.541,9.519,7.403,-0.470,-1.277,0.410
9.649,9.553,7.333,-0.428,-1.479,0.476
9.881,9.527,7.721,-0.371,-1.495,0.603
10.171,9.440,7.700,-0.340,-1.341,0.703
10.417,9.515,7.733,-0.346,-1.154,0.768
10.400,9.278,7.436,-0.340,-0.865,0.860
10.147,9.007,7.039,-0.341,-0.765,0.940
9.922,8.746,6.507,-0.363,-0.808,1.029
9.737,8.581,6.062,-0.442,-1.063,1.136
9.653,8.459,6.026,-0.495,-1.248,1.213
9.560,8.327,5.993,-0.522,-1.390,1.295
9.486,8.016,5.789,-0.533,-1.552,1.427
9.505,7.843,5.708,-0.539,-1.646,1.524
9.562,7.657,5.617,-0.548,-1.686,1.610
9.558,7.386,5.444,-0.567,-1.670,1.712
9.661,7.257,5.382,-0.582,-1.605,1.780
9.615,7.058,5.246,-0.591,-1.450,1.834
9.495,6.682,4.961,-0.585,-1.301,1.922
9.467,6.455,4.987,-0.575,-1.101,1.997
9.440,6.227,4.990,-0.573,-0.808,2.066
9.184,5.849,4.515,-0.618,-0.464,2.143
8.894,5.610,3.847,-0.726,-0.440,2.172
8.550,5.385,3.237,-0.889,-0.676,2.182
8.260,5.229,2.974,-1.122,-1.204,2.160
8.222,5.078,3.057,-1.265,-1.604,2.132
8.121,4.820,3.378,-1.345,-1.818,2.139
8.052,4.523,3.472,-1.347,-1.750,2.183
7.918,4.228,3.419,-1.297,-1.591,2.247
7.717,3.706,3.237,-1.178,-1.339,2.354
7.616,3.349,3.127,-1.074,-1.150,2.436
7.468,2.995,3.014,-0.971,-0.963,2.511
7.283,2.591,2.801,-0.845,-0.803,2.597
7.183,2.306,2.655,-0.773,-0.765,2.644
7.104,2.064,2.519,-0.725,-0.780,2.670
7.025,1.846,2.430,-0.698,-0.807,2.688
7.005,1.741,2.380,-0.701,-0.848,2.687
7.029,1.638,2.315,-0.723,-0.888,2.673
7.046,1.652,2.263,-0.762,-0.909,2.651
7.015,1.681,2.298,-0.774,-0.843,2.635
7.278,1.551,2.488,-0.764,-0.704,2.630
6.876,1.714,2.181,-0.763,-0.650,2.612
7.008,1.437,2.607,-0.781,-0.238,2.648
7.661,1.714,1.970,-0.907,-0.678,2.545
7.190,1.820,1.860,-0.926,-0.771,2.456
6.816,1.642,2.332,-0.746,-0.335,2.523
6.802,1.482,2.672,-0.494,0.162,2.606
6.400,1.068,2.533,-0.198,0.606,2.733
6.251,0.860,2.370,-0.113,0.736,2.798
6.187,0.752,1.982,-0.174,0.482,2.784
5.897,0.814,2.006,-0.298,0.006,2.713
5.665,0.800,2.212,-0.364,-0.313,2.670
5.550,0.723,2.442,-0.359,-0.494,2.658
5.385,0.527,2.744,-0.285,-0.485,2.692
5.636,0.548,2.856,-0.237,-0.467,2.695
5.684,0.496,2.885,-0.179,-0.428,2.686
5.813,0.395,2.926,-0.126,-0.350,2.662
5.873,0.316,2.866,-0.100,-0.350,2.635
5.942,0.302,2.837,-0.079,-0.363,2.604
5.986,0.194,2.820,-0.024,-0.341,2.587
5.986,0.098,2.916,0.050,-0.241,2.584
6.189,-0.017,2.878,0.128,-0.178,2.586
6.132,-0.163,2.825,0.230,-0.102,2.589
6.146,-0.225,2.818,0.292,-0.034,2.593
6.175,-0.364,2.612,0.326,-0.086,2.586
6.048,-0.431,2.523,0.362,-0.182,2.575
5.945,-0.577,2.495,0.403,-0.194,2.584
6.055,-0.575,2.368,0.431,-0.338,2.570
6.031,-0.589,2.382,0.465,-0.382,2.559
5.983,-0.646,2.397,0.516,-0.386,2.555
5.935,-0.742,2.289,0.594,-0.436,2.559
5.938,-0.816,2.222,0.655,-0.469,2.566
5.945,-0.845,2.179,0.715,-0.487,2.567
6.053,-0.891,2.205,0.810,-0.428,2.564
6.110,-0.970,2.164,0.893,-0.347,2.552
6.100,-1.085,2.131,0.989,-0.256,2.541
6.069,-1.283,2.085,1.121,-0.097,2.532
6.069,-1.405,2.040,1.203,0.002,2.514
6.084,-1.492,1.954,1.262,0.070,2.484
6.033,-1.542,1.879,1.312,0.147,2.416
5.974,-1.556,1.786,1.329,0.133,2.351
5.873,-1.542,1.736,1.331,0.101,2.275
5.760,-1.489,1.717,1.321,0.030,2.169
5.655,-1.437,1.697,1.309,-0.028,2.084
5.576,-1.403,1.683,1.299,-0.100,2.004
5.442,-1.355,1.712,1.294,-0.179,1.900
5.368,-1.314,1.765,1.297,-0.210,1.832
5.291,-1.295,1.839,1.310,-0.201,1.759
5.140,-1.317,1.915,1.341,-0.163,1.676
5.030,-1.379,1.966,1.365,-0.117,1.621
4.901,-1.472,1.994,1.382,-0.063,1.570
4.767,-1.662,2.025,1.385,-0.001,1.507
4.726,-1.743,2.136,1.366,0.055,1.449
4.640,-1.839,2.241,1.329,0.129,1.378
4.647,-1.863,2.325,1.239,0.201,1.266
4.657,-1.870,2.406,1.142,0.249,1.166
4.719,-1.664,2.598,1.028,0.297,1.039
4.834,-1.341,2.866,0.877,0.402,0.837
4.949,-1.025,3.072,0.762,0.502,0.650
4.968,-0.615,3.256,0.653,0.599,0.441
4.982,0.072,3.515,0.502,0.726,0.139
4.968,0.632,3.778,0.395,0.820,-0.093
4.851,1.137,3.986,0.293,0.903,-0.311
4.709,1.999,4.343,0.156,0.983,-0.571
4.583,2.662,4.623,0.054,1.051,-0.737
4.480,3.316,4.922,-0.054,1.112,-0.876
4.348,4.228,5.298,-0.208,1.176,-1.020
4.243,4.891,5.574,-0.331,1.202,-1.100
4.166,5.471,5.818,-0.460,1.222,-1.156
4.185,6.088,6.141,-0.641,1.206,-1.203
4.223,6.376,6.359,-0.776,1.163,-1.220
4.314,6.567,6.543,-0.896,1.063,-1.223
4.458,6.694,6.867,-1.005,0.897,-1.200
4.571,6.682,7.130,-1.032,0.777,-1.163
4.726,6.610,7.405,-1.003,0.670,-1.103
4.992,6.493,7.812,-0.889,0.609,-1.002
5.176,6.388,8.049,-0.763,0.591,-0.922
5.320,6.246,8.183,-0.608,0.561,-0.837
5.509,6.108,8.294,-0.385,0.478,-0.723
5.638,6.067,8.408,-0.208,0.394,-0.641
5.887,6.108,8.569,0.027,0.299,-0.540
6.060,6.187,8.693,0.203,0.247,-0.471
6.223,6.282,8.777,0.370,0.212,-0.410
6.431,6.464,8.832,0.564,0.168,-0.341
6.543,6.627,8.808,0.686,0.113,-0.296
6.642,6.831,8.813,0.785,0.053,-0.257
6.807,7.106,8.777,0.880,-0.010,-0.212
6.929,7.290,8.693,0.926,-0.064,-0.183
7.041,7.465,8.650,0.954,-0.116,-0.156
7.204,7.606,8.562,0.973,-0.172,-0.119
7.312,7.649,8.502,0.979,-0.194,-0.090
7.417,7.642,8.437,0.978,-0.201,-0.059
7.549,7.568,8.308,0.968,-0.186,-0.018
7.606,7.470,8.198,0.949,-0.173,0.011
7.640,7.333,8.035,0.919,-0.185,0.036
7.683,7.130,7.872,0.859,-0.209,0.066
7.719,6.936,7.728,0.804,-0.235,0.084
7.752,6.711,7.614,0.743,-0.262,0.099
7.793,6.366,7.477,0.670,-0.286,0.122
7.841,6.098,7.374,0.619,-0.294,0.140
7.889,5.832,7.302,0.578,-0.296,0.157
7.934,5.468,7.195,0.528,-0.254,0.177
7.930,5.205,7.061,0.498,-0.254,0.188
7.954,4.999,7.017,0.476,-0.222,0.200
7.932,4.683,6.847,0.454,-0.182,0.213
7.908,4.472,6.730,0.444,-0.189,0.225
7.903,4.322,6.740,0.436,-0.153,0.234
7.942,4.077,6.689,0.429,-0.067,0.247
7.920,3.910,6.608,0.411,-0.018,0.247
7.913,3.754,6.498,0.379,0.006,0.240
7.870,3.642,6.431,0.337,0.007,0.228
7.786,3.519,6.318,0.276,-0.037,0.210
7.774,3.505,6.316,0.225,-0.062,0.192
7.757,3.517,6.314,0.176,-0.067,0.173
7.705,3.491,6.266,0.121,-0.075,0.150
7.700,3.472,6.237,0.086,-0.089,0.135
7.709,3.428,6.213,0.058,-0.071,0.123

-2.811,12.031,6.443,0.079,0.647,-3.419
-2.631,13.020,6.795,-0.048,0.661,-3.412
-2.411,14.332,7.233,-0.229,0.685,-3.396
-2.188,15.237,7.599,-0.375,0.709,-3.385
-1.927,16.096,8.006,-0.520,0.734,-3.370
-1.650,17.224,8.499,-0.706,0.768,-3.337
-1.484,17.940,8.825,-0.848,0.799,-3.305
-1.159,18.665,9.333,-1.031,0.839,-3.249
-0.910,19.125,9.771,-1.159,0.867,-3.199
-0.694,19.609,10.259,-1.274,0.889,-3.142
-0.431,20.178,10.877,-1.406,0.911,-3.047
-0.275,20.549,11.262,-1.491,0.920,-2.959
-0.151,20.820,11.621,-1.570,0.923,-2.862
0.038,21.016,12.067,-1.661,0.916,-2.717
0.206,20.966,12.424,-1.717,0.900,-2.600
0.383,20.736,12.747,-1.758,0.876,-2.479
0.567,20.154,13.147,-1.780,0.828,-2.315
0.704,19.594,13.398,-1.767,0.782,-2.194
0.824,18.945,13.587,-1.728,0.728,-2.078
0.989,18.004,13.764,-1.645,0.639,-1.935
1.027,17.267,13.908,-1.566,0.579,-1.834
1.293,16.386,13.800,-1.472,0.474,-1.719
1.472,15.759,13.829,-1.399,0.338,-1.657
1.563,15.052,13.874,-1.303,0.272,-1.597
1.580,14.049,13.877,-1.113,0.264,-1.497
1.609,13.319,13.726,-0.946,0.263,-1.410
1.621,12.637,13.635,-0.779,0.281,-1.321
1.669,11.866,13.166,-0.592,0.257,-1.220
1.721,11.463,12.766,-0.487,0.155,-1.167
1.808,11.088,12.447,-0.418,-0.010,-1.137
1.975,10.728,12.222,-0.349,-0.220,-1.118
2.069,10.566,12.103,-0.301,-0.300,-1.109
2.181,10.499,11.940,-0.256,-0.374,-1.099
2.246,10.511,11.521,-0.214,-0.477,-1.087
2.344,10.477,11.255,-0.208,-0.560,-1.082
2.514,10.432,11.009,-0.228,-0.656,-1.085
2.794,10.408,10.791,-0.281,-0.777,-1.102
3.017,10.336,10.630,-0.326,-0.840,-1.116
4.106,9.273,9.689,-0.513,-0.981,-1.116
4.413,9.239,9.579,-0.569,-1.023,-1.129
4.712,9.292,9.594,-0.618,-1.019,-1.146
5.071,9.392,9.603,-0.661,-0.951,-1.156
5.279,9.416,9.615,-0.683,-0.838,-1.153
5.401,9.371,9.663,-0.692,-0.685,-1.135
5.466,9.170,9.519,-0.695,-0.474,-1.088
5.485,8.935,9.347,-0.696,-0.380,-1.047
5.533,8.566,9.045,-0.703,-0.398,-1.003
5.619,8.322,8.969,-0.705,-0.471,-0.978
5.715,8.100,8.890,-0.690,-0.565,-0.962
5.871,7.884,8.856,-0.649,-0.709,-0.942
5.935,7.784,8.899,-0.594,-0.800,-0.924
5.988,7.726,8.825,-0.534,-0.900,-0.901
6.084,7.805,8.775,-0.452,-1.057,-0.866
6.223,7.992,8.839,-0.394,-1.124,-0.843
6.433,8.229,8.851,-0.331,-1.150,-0.821
6.704,8.588,8.868,-0.248,-1.150,-0.795
6.924,8.863,8.882,-0.197,-1.133,-0.778
7.219,9.234,8.677,-0.165,-1.132,-0.755
7.415,9.498,8.607,-0.149,-1.193,-0.729
7.645,9.730,8.672,-0.140,-1.199,-0.691
8.004,10.015,8.653,-0.140,-1.148,-0.629
8.203,10.171,8.471,-0.158,-1.141,-0.581
8.375,10.230,8.325,-0.191,-1.165,-0.531
8.602,10.144,8.150,-0.245,-1.224,-0.460
8.811,10.075,8.056,-0.295,-1.286,-0.405
9.012,9.957,7.985,-0.340,-1.321,-0.351
9.256,9.764,7.939,-0.389,-1.304,-0.272
9.426,9.620,7.860,-0.421,-1.254,-0.211
9.550,9.407,7.621,-0.470,-1.213,-0.133
9.601,9.199,7.362,-0.515,-1.234,-0.077
9.687,9.036,7.228,-0.557,-1.282,-0.024
9.828,8.859,7.254,-0.592,-1.225,0.052
10.017,8.607,7.238,-0.600,-1.118,0.113
10.257,8.478,7.116,-0.619,-0.999,0.154
10.185,8.186,6.986,-0.610,-0.877,0.218
10.163,7.956,6.835,-0.607,-0.786,0.273
10.125,7.772,6.675,-0.617,-0.742,0.324
10.015,7.594,6.479,-0.665,-0.758,0.380
9.969,7.573,6.349,-0.729,-0.848,0.410
9.871,7.575,6.191,-0.805,-1.029,0.422
9.675,7.527,6.122,-0.884,-1.331,0.444
9.565,7.458,6.215,-0.907,-1.472,0.487
9.498,7.312,6.261,-0.907,-1.513,0.549
9.464,7.077,6.242,-0.872,-1.481,0.654
9.345,6.766,6.167,-0.822,-1.374,0.742
9.182,6.400,5.981,-0.761,-1.317,0.843
9.045,5.930,5.825,-0.676,-1.218,0.984
8.930,5.559,5.696,-0.612,-1.150,1.086
8.880,5.250,5.569,-0.555,-1.102,1.180
8.832,4.937,5.444,-0.499,-1.017,1.277
8.789,4.755,5.339,-0.478,-0.949,1.329
8.674,4.606,5.191,-0.476,-0.912,1.364
8.626,4.513,4.915,-0.520,-0.980,1.386
8.222,4.460,4.954,-0.548,-0.964,1.419
8.610,4.410,4.640,-0.693,-1.144,1.421
8.554,4.537,4.427,-0.801,-1.454,1.378
8.248,4.444,4.422,-0.799,-1.466,1.401
8.054,4.235,4.592,-0.651,-1.156,1.528
7.987,4.077,4.556,-0.499,-0.922,1.641
7.882,3.855,4.374,-0.376,-0.782,1.757
7.762,3.565,4.111,-0.289,-0.758,1.882
7.707,3.371,3.938,-0.264,-0.841,1.949
7.599,3.184,3.840,-0.230,-0.934,2.012
7.446,2.895,3.869,-0.141,-0.937,2.108
7.412,2.751,3.905,-0.052,-0.887,2.186
7.398,2.600,3.874,0.034,-0.848,2.259
7.329,2.480,3.831,0.118,-0.859,2.336
7.187,2.447,3.891,0.165,-0.828,2.392
7.147,2.358,3.929,0.203,-0.780,2.446
7.154,2.334,3.953,0.212,-0.754,2.497
7.082,2.351,3.994,0.196,-0.750,2.520
7.027,2.377,4.065,0.181,-0.727,2.544
7.001,2.327,4.125,0.170,-0.683,2.576
7.017,2.320,4.195,0.166,-0.624,2.597
7.070,2.327,4.302,0.161,-0.546,2.609
7.077,2.342,4.386,0.151,-0.461,2.611
7.034,2.306,4.372,0.145,-0.432,2.613
6.931,2.234,4.389,0.145,-0.405,2.625
6.826,2.133,4.492,0.156,-0.358,2.651
6.814,2.093,4.585,0.169,-0.293,2.673
6.788,2.040,4.657,0.181,-0.226,2.689
6.689,1.987,4.707,0.200,-0.156,2.699
6.555,1.872,4.659,0.203,-0.134,2.707
6.424,1.822,4.697,0.193,-0.113,2.713
6.333,1.741,4.755,0.160,-0.078,2.712
6.246,1.678,4.750,0.125,-0.064,2.701
6.112,1.635,4.726,0.088,-0.058,2.683
5.983,1.551,4.616,0.029,-0.107,2.666
5.904,1.508,4.640,-0.016,-0.140,2.652
5.842,1.499,4.681,-0.060,-0.163,2.635
5.732,1.429,4.697,-0.107,-0.196,2.610
5.655,1.362,4.678,-0.135,-0.239,2.592
5.511,1.290,4.726,-0.149,-0.250,2.577
5.404,1.142,4.678,-0.150,-0.288,2.567
5.329,1.006,4.657,-0.144,-0.329,2.561
5.267,0.867,4.614,-0.130,-0.371,2.556
5.174,0.584,4.539,-0.092,-0.425,2.556
5.157,0.390,4.477,-0.054,-0.479,2.561
5.121,0.172,4.448,-0.003,-0.506,2.563
5.064,-0.163,4.334,0.084,-0.546,2.572
5.045,-0.421,4.245,0.157,-0.577,2.579
5.021,-0.661,4.142,0.233,-0.607,2.580
4.987,-0.984,4.046,0.339,-0.625,2.576
5.006,-1.178,3.970,0.412,-0.626,2.564
5.013,-1.369,3.850,0.479,-0.630,2.541
4.997,-1.578,3.766,0.562,-0.627,2.497
4.956,-1.750,3.625,0.620,-0.637,2.462
4.920,-1.815,3.553,0.676,-0.642,2.422
4.884,-1.930,3.457,0.756,-0.618,2.372
4.879,-1.987,3.412,0.814,-0.588,2.332
4.882,-2.014,3.414,0.873,-0.531,2.291
4.834,-2.042,3.407,0.946,-0.420,2.230
4.798,-2.045,3.366,0.988,-0.359,2.180
4.752,-1.999,3.330,1.010,-0.322,2.121
4.745,-1.800,3.330,1.010,-0.300,2.022
4.745,-1.618,3.333,0.990,-0.293,1.927
4.760,-1.389,3.390,0.958,-0.293,1.826
4.721,-1.097,3.558,0.910,-0.265,1.679
4.695,-0.855,3.668,0.875,-0.227,1.566
4.635,-0.567,3.790,0.824,-0.163,1.414
4.618,-0.302,3.926,0.779,-0.098,1.298
4.606,-0.031,4.082,0.724,-0.014,1.176
4.616,0.354,4.243,0.629,0.086,1.002
4.602,0.656,4.386,0.539,0.163,0.863
4.602,0.953,4.527,0.432,0.232,0.721
4.587,1.367,4.697,0.267,0.306,0.534
4.575,1.700,4.834,0.133,0.359,0.401
4.585,2.025,4.990,-0.006,0.412,0.278
4.599,2.375,5.131,-0.142,0.463,0.164
4.585,2.813,5.341,-0.324,0.527,0.026
4.578,3.110,5.507,-0.457,0.558,-0.068
4.561,3.361,5.669,-0.571,0.574,-0.150
4.520,3.587,5.883,-0.689,0.576,-0.227
4.561,3.740,6.088,-0.760,0.592,-0.272
4.606,3.845,6.246,-0.816,0.589,-0.312
4.611,3.893,6.452,-0.859,0.548,-0.350
4.611,3.859,6.637,-0.861,0.522,-0.364
4.647,3.776,6.833,-0.829,0.495,-0.367
