aX,aY,aZ,gX,gY,gZ
12.816,16.937,2.959,1.485,-0.334,1.910
12.335,16.573,2.717,1.244,-0.201,2.337
11.875,16.120,2.624,1.046,-0.091,2.656
11.351,15.488,2.579,0.839,0.018,2.962
10.470,14.052,2.856,0.571,0.143,3.338
9.498,12.103,3.567,0.418,0.186,3.587
8.258,9.354,4.611,0.349,0.163,3.807
6.536,5.466,5.552,0.384,0.054,4.038
5.327,1.937,6.215,0.499,-0.037,4.179
3.831,-2.037,6.996,0.739,-0.045,4.357
2.198,-6.232,7.630,1.103,-0.021,4.503
0.699,-9.225,7.697,1.434,-0.004,4.578
-0.838,-12.158,7.623,1.744,0.004,4.613
-2.540,-15.395,7.319,2.005,-0.044,4.550
-3.505,-17.705,8.085,2.134,-0.182,4.389
-3.632,-21.612,8.863,2.195,-0.476,3.979
-3.828,-28.062,3.247,1.264,-1.391,0.516
-2.892,-28.082,2.423,0.970,-1.205,-0.123
-1.389,-28.132,2.392,0.636,-0.830,-0.913
-0.213,-27.584,3.077,0.452,-0.552,-1.429
1.233,-25.426,4.307,0.273,-0.265,-1.986
2.253,-22.702,5.234,0.149,-0.124,-2.290
3.359,-19.436,6.103,0.014,-0.015,-2.499
4.937,-14.940,7.132,-0.184,0.157,-2.654
6.129,-11.868,7.664,-0.337,0.314,-2.708
7.156,-9.299,8.004,-0.476,0.457,-2.730
8.066,-6.761,8.234,-0.630,0.593,-2.724
8.346,-5.411,8.279,-0.731,0.668,-2.703
8.394,-4.276,8.255,-0.835,0.722,-2.668
8.181,-2.823,8.250,-0.980,0.759,-2.589
7.867,-1.839,8.229,-1.094,0.761,-2.513
7.386,-0.931,8.171,-1.255,0.743,-2.404
7.015,-0.654,8.217,-1.383,0.721,-2.321
6.665,-0.668,8.346,-1.496,0.707,-2.229
6.275,-0.766,8.648,-1.626,0.691,-2.094
6.031,-0.723,8.892,-1.696,0.674,-1.978
5.859,-0.570,9.091,-1.747,0.637,-1.852
5.847,-0.225,9.287,-1.794,0.585,-1.687
5.981,0.103,9.404,-1.828,0.544,-1.576
6.235,0.419,9.416,-1.862,0.482,-1.489
6.642,0.769,9.294,-1.904,0.355,-1.412
7.010,1.034,9.038,-1.957,0.240,-1.382
7.398,1.204,8.748,-2.011,0.119,-1.370
7.824,1.106,8.373,-2.058,-0.033,-1.373
8.064,0.771,8.080,-2.052,-0.135,-1.380
8.236,0.304,7.803,-1.999,-0.222,-1.381
8.365,-0.306,7.511,-1.860,-0.313,-1.369
8.430,-0.702,7.343,-1.710,-0.356,-1.344
8.543,-1.113,7.128,-1.454,-0.385,-1.286
8.648,-1.290,6.941,-1.236,-0.385,-1.235
8.792,-1.398,6.732,-1.012,-0.371,-1.181
8.976,-1.446,6.479,-0.725,-0.338,-1.117
9.088,-1.372,6.306,-0.536,-0.303,-1.078
9.134,-1.211,6.155,-0.380,-0.266,-1.051
9.124,-0.919,5.981,-0.231,-0.224,-1.032
9.086,-0.692,5.875,-0.163,-0.204,-1.032
8.947,-0.443,5.758,-0.116,-0.192,-1.041
8.801,-0.318,5.674,-0.103,-0.188,-1.049
8.657,-0.232,5.624,-0.105,-0.185,-1.054
8.442,-0.124,5.557,-0.120,-0.186,-1.049
8.284,-0.081,5.533,-0.133,-0.193,-1.035
8.150,-0.048,5.545,-0.149,-0.205,-1.013
8.018,-0.007,5.533,-0.167,-0.220,-0.970
7.946,0.010,5.519,-0.176,-0.228,-0.930
7.846,0.002,5.507,-0.193,-0.239,-0.870
7.784,-0.022,5.492,-0.212,-0.252,-0.823
7.712,-0.062,5.454,-0.237,-0.270,-0.776
7.645,-0.124,5.394,-0.282,-0.301,-0.716
7.623,-0.163,5.353,-0.325,-0.327,-0.674
7.604,-0.215,5.310,-0.374,-0.356,-0.636
7.602,-0.304,5.246,-0.449,-0.394,-0.593
7.621,-0.407,5.188,-0.508,-0.418,-0.566
7.645,-0.567,5.116,-0.581,-0.442,-0.536
7.673,-0.702,5.092,-0.629,-0.455,-0.513
7.819,-1.257,5.013,-0.741,-0.411,-0.428
7.851,-1.367,5.006,-0.743,-0.389,-0.416
7.870,-1.446,4.990,-0.742,-0.368,-0.407
7.894,-1.539,4.956,-0.737,-0.345,-0.401
7.903,-1.621,4.939,-0.730,-0.334,-0.402
7.903,-1.683,4.911,-0.721,-0.330,-0.407
7.898,-1.753,4.908,-0.703,-0.330,-0.417
7.918,-1.786,4.913,-0.684,-0.334,-0.429
7.951,-1.858,4.920,-0.645,-0.337,-0.446
7.982,-1.925,4.922,-0.604,-0.335,-0.460
7.999,-1.978,4.915,-0.553,-0.329,-0.473
8.009,-2.059,4.901,-0.469,-0.315,-0.486
8.018,-2.095,4.891,-0.398,-0.300,-0.495
8.016,-2.102,4.887,-0.328,-0.281,-0.505
8.006,-2.049,4.906,-0.236,-0.253,-0.520
8.013,-1.985,4.911,-0.172,-0.236,-0.533
8.030,-1.915,4.920,-0.095,-0.218,-0.555
8.037,-1.834,4.937,-0.043,-0.207,-0.571
8.056,-1.743,4.946,0.007,-0.200,-0.589
8.088,-1.607,4.966,0.070,-0.191,-0.611
8.109,-1.489,4.980,0.115,-0.184,-0.624
8.138,-1.381,4.980,0.160,-0.176,-0.635
8.155,-1.247,4.961,0.219,-0.165,-0.644
8.155,-1.176,4.946,0.265,-0.154,-0.646
8.155,-1.113,4.918,0.311,-0.142,-0.642
8.140,-1.034,4.891,0.368,-0.122,-0.628
8.114,-0.962,4.867,0.407,-0.105,-0.612
8.076,-0.874,4.882,0.448,-0.089,-0.583
8.068,-0.800,4.927,0.468,-0.083,-0.560
8.088,-0.702,4.930,0.478,-0.080,-0.533
8.138,-0.572,4.954,0.479,-0.079,-0.496
8.203,-0.464,4.939,0.471,-0.078,-0.467
8.279,-0.376,4.939,0.456,-0.075,-0.435
8.380,-0.266,4.903,0.428,-0.063,-0.392
8.440,-0.204,4.887,0.401,-0.050,-0.357
8.531,-0.158,4.863,0.371,-0.034,-0.322
8.650,-0.148,4.827,0.321,-0.012,-0.275
8.732,-0.156,4.808,0.279,0.011,-0.238
8.847,-0.151,4.812,0.219,0.049,-0.188
8.914,-0.144,4.824,0.171,0.082,-0.150
8.959,-0.168,4.834,0.120,0.115,-0.110
8.973,-0.230,4.863,0.047,0.154,-0.060
8.966,-0.314,4.872,-0.009,0.176,-0.022
8.961,-0.412,4.894,-0.066,0.195,0.015
8.945,-0.555,4.956,-0.137,0.217,0.063
8.918,-0.685,4.978,-0.186,0.230,0.098
8.866,-0.824,5.016,-0.231,0.242,0.132
8.801,-1.010,5.064,-0.284,0.250,0.171
8.753,-1.135,5.109,-0.317,0.252,0.196
8.701,-1.257,5.160,-0.343,0.254,0.220
8.650,-1.410,5.236,-0.365,0.256,0.248
8.600,-1.537,5.289,-0.374,0.254,0.263
8.528,-1.676,5.334,-0.377,0.249,0.274
8.444,-1.860,5.382,-0.375,0.236,0.284
8.373,-1.992,5.404,-0.370,0.222,0.285
8.315,-2.116,5.437,-0.363,0.205,0.285
8.255,-2.248,5.488,-0.350,0.181,0.278
8.212,-2.327,5.519,-0.337,0.160,0.269
8.171,-2.404,5.552,-0.319,0.137,0.257
8.109,-2.521,5.557,-0.289,0.103,0.238
8.071,-2.591,5.586,-0.262,0.076,0.221
8.021,-2.660,5.605,-0.222,0.039,0.195
7.989,-2.682,5.622,-0.192,0.014,0.172
7.973,-2.696,5.631,-0.158,-0.007,0.150
7.956,-2.703,5.660,-0.112,-0.038,0.119
7.932,-2.689,5.674,-0.078,-0.062,0.092
7.906,-2.679,5.698,-0.044,-0.086,0.065
7.903,-2.643,5.727,-0.002,-0.120,0.028
7.906,-2.600,5.708,0.026,-0.144,-0.001
7.889,-2.559,5.701,0.052,-0.166,-0.029
7.889,-2.497,5.686,0.083,-0.195,-0.064
7.887,-2.435,5.691,0.103,-0.213,-0.090

9.625,7.015,4.499,1.275,-0.156,-0.461
9.948,8.064,4.310,1.424,-0.163,-0.342
10.175,8.916,4.228,1.511,-0.150,-0.223
10.429,9.807,4.094,1.568,-0.122,-0.080
10.714,10.968,3.910,1.601,-0.071,0.149
10.884,11.763,3.745,1.595,-0.028,0.347
11.056,12.493,3.596,1.559,0.017,0.567
11.236,13.374,3.405,1.453,0.091,0.889
11.313,13.949,3.278,1.328,0.157,1.147
11.341,14.363,3.112,1.171,0.235,1.416
11.277,14.581,2.957,0.928,0.350,1.786
11.135,14.550,2.887,0.737,0.434,2.067
10.906,14.449,2.859,0.540,0.514,2.350
10.542,14.267,2.801,0.270,0.616,2.726
10.269,14.032,2.799,0.065,0.688,3.001
9.902,13.640,2.861,-0.131,0.754,3.267
9.428,13.101,2.990,-0.310,0.805,3.522
8.720,12.182,3.239,-0.511,0.841,3.846
8.198,11.356,3.450,-0.634,0.846,4.072
7.709,10.465,3.682,-0.731,0.836,4.282
7.147,9.175,3.936,-0.813,0.801,4.530
6.773,8.150,4.137,-0.836,0.765,4.687
6.457,7.070,4.290,-0.824,0.724,4.816
6.026,5.595,4.496,-0.759,0.666,4.944
5.689,4.487,4.652,-0.676,0.622,5.008
5.349,3.376,4.875,-0.577,0.573,5.042
4.954,1.657,5.186,-0.402,0.500,5.047
4.633,0.283,5.339,-0.241,0.446,5.026
4.245,-1.085,5.521,-0.061,0.393,4.983
3.203,-4.209,7.209,0.276,0.243,4.894
2.085,-9.076,9.495,0.734,0.016,4.802
1.039,-14.916,11.059,1.444,-0.135,4.749
0.180,-18.969,10.503,2.320,-0.156,4.575
-0.584,-21.742,9.991,2.911,-0.070,4.449
-1.410,-24.524,9.469,3.307,0.165,4.330
-2.883,-27.974,9.335,3.588,0.535,4.096
-3.472,-29.820,8.614,3.580,0.568,3.721
-3.275,-31.364,7.961,3.457,0.213,3.107
-3.134,-32.975,7.013,3.053,-0.457,1.969
-3.381,-32.760,6.653,2.651,-0.865,1.065
-3.311,-31.589,6.381,2.103,-1.134,-0.022
-2.662,-30.483,6.242,1.713,-1.104,-0.724
-1.702,-29.066,6.270,1.376,-0.889,-1.326
-0.297,-26.396,6.725,1.022,-0.500,-1.978
0.867,-23.626,7.044,0.816,-0.298,-2.346
2.157,-20.427,7.348,0.637,-0.181,-2.609
3.907,-16.290,7.848,0.442,-0.054,-2.808
4.978,-13.805,8.183,0.313,0.057,-2.876
5.875,-11.952,8.406,0.183,0.168,-2.911
6.761,-9.998,8.559,0.006,0.288,-2.933
7.005,-8.521,8.550,-0.105,0.349,-2.916
6.874,-6.469,8.294,-0.227,0.392,-2.822
6.601,-5.047,7.982,-0.317,0.408,-2.713
6.352,-3.886,7.678,-0.414,0.425,-2.592
6.163,-2.787,7.374,-0.552,0.456,-2.427
6.172,-2.200,7.252,-0.654,0.475,-2.306
6.246,-1.676,7.274,-0.744,0.493,-2.190
6.419,-0.881,7.372,-0.853,0.510,-2.037
6.653,-0.211,7.501,-0.932,0.516,-1.929
6.977,0.376,7.705,-1.012,0.511,-1.839
7.506,0.898,7.946,-1.114,0.457,-1.756
7.901,1.135,8.061,-1.163,0.395,-1.709
8.253,1.290,8.179,-1.180,0.346,-1.665
8.636,1.472,8.394,-1.162,0.336,-1.606
8.859,1.621,8.504,-1.145,0.351,-1.570
9.026,1.889,8.531,-1.136,0.358,-1.546
9.234,2.425,8.432,-1.136,0.314,-1.529
9.457,2.928,8.303,-1.128,0.241,-1.528
9.764,3.680,8.078,-1.069,0.130,-1.529
9.977,4.329,7.937,-0.972,0.053,-1.522
10.151,5.071,7.784,-0.838,-0.026,-1.499
10.333,6.194,7.551,-0.606,-0.138,-1.436
10.506,7.080,7.331,-0.399,-0.221,-1.360
10.731,7.999,7.061,-0.172,-0.303,-1.259
11.121,9.301,6.632,0.155,-0.397,-1.083
11.459,10.319,6.273,0.399,-0.455,-0.921
11.791,11.320,5.885,0.629,-0.501,-0.738
12.215,12.610,5.351,0.887,-0.540,-0.463
12.505,13.542,4.930,1.030,-0.559,-0.238
12.725,14.406,4.499,1.119,-0.566,-0.001
12.926,15.376,3.910,1.145,-0.575,0.332
13.058,15.917,3.479,1.091,-0.565,0.590
13.147,16.288,3.089,0.983,-0.537,0.856
13.113,16.486,2.631,0.770,-0.467,1.221
12.977,16.407,2.322,0.575,-0.394,1.502
11.380,14.176,1.798,-0.382,0.100,2.892
10.932,13.278,1.879,-0.547,0.225,3.174
10.422,12.220,2.037,-0.683,0.340,3.437
9.555,10.487,2.389,-0.808,0.450,3.754
8.763,8.866,2.895,-0.855,0.481,3.955
7.604,5.878,4.195,-0.803,0.450,4.135
5.952,1.923,5.868,-0.586,0.378,4.320
4.020,-3.730,7.523,-0.116,0.235,4.492
2.840,-7.367,7.738,0.308,0.154,4.567
1.233,-11.207,7.278,0.823,0.106,4.606
-0.057,-13.496,7.154,1.126,0.105,4.609
-1.322,-15.550,7.159,1.386,0.114,4.580
-2.717,-18.419,7.494,1.651,0.065,4.411
-3.333,-20.976,7.415,1.743,-0.052,4.106
-3.235,-23.894,7.590,1.726,-0.237,3.584
-2.935,-27.775,7.022,1.511,-0.547,2.534
-3.304,-29.133,6.223,1.287,-0.786,1.663
-3.704,-29.003,5.274,1.054,-0.970,0.861
-3.304,-27.706,4.386,0.744,-1.022,-0.064
-2.413,-26.401,4.317,0.524,-0.917,-0.669
-1.341,-24.723,4.741,0.328,-0.758,-1.204
0.218,-21.785,5.564,0.134,-0.560,-1.782
1.460,-19.041,6.136,0.019,-0.447,-2.099
3.254,-15.146,6.790,-0.103,-0.327,-2.366
4.594,-12.498,7.307,-0.183,-0.228,-2.476
5.789,-10.396,7.760,-0.268,-0.116,-2.545
6.962,-8.296,7.997,-0.406,0.035,-2.611
7.405,-6.950,7.946,-0.515,0.121,-2.630
7.479,-5.614,7.872,-0.618,0.175,-2.599
7.230,-3.926,7.807,-0.764,0.228,-2.488
6.984,-2.816,7.719,-0.896,0.285,-2.384
6.819,-1.935,7.604,-1.054,0.342,-2.284
6.606,-1.171,7.542,-1.280,0.395,-2.161
6.469,-0.836,7.544,-1.448,0.404,-2.078
6.304,-0.536,7.563,-1.651,0.390,-1.972
6.179,-0.421,7.681,-1.778,0.381,-1.884
6.084,-0.441,7.829,-1.870,0.387,-1.785
6.175,-0.491,7.942,-1.948,0.405,-1.658
6.426,-0.546,7.894,-1.978,0.411,-1.575
6.723,-0.587,7.762,-1.993,0.396,-1.505
7.058,-0.769,7.614,-1.987,0.377,-1.430
7.274,-0.984,7.523,-1.960,0.367,-1.391
7.472,-1.231,7.396,-1.939,0.339,-1.373
7.693,-1.506,7.331,-1.886,0.258,-1.378
7.810,-1.652,7.343,-1.817,0.181,-1.392
7.970,-1.731,7.295,-1.682,0.076,-1.409
8.147,-1.793,7.156,-1.550,0.014,-1.419
8.315,-1.815,6.934,-1.397,-0.030,-1.425
8.504,-1.784,6.661,-1.168,-0.055,-1.425
8.576,-1.705,6.539,-0.991,-0.061,-1.419
8.653,-1.587,6.457,-0.818,-0.055,-1.411
8.792,-1.365,6.393,-0.614,-0.027,-1.405
8.882,-1.144,6.352,-0.491,0.008,-1.403
8.928,-0.939,6.299,-0.398,0.046,-1.403
8.902,-0.675,6.242,-0.320,0.095,-1.403
8.832,-0.510,6.225,-0.290,0.125,-1.399
8.724,-0.297,6.194,-0.285,0.151,-1.390
8.645,-0.156,6.167,-0.304,0.164,-1.380
8.564,0.002,6.132,-0.339,0.172,-1.368
8.464,0.184,6.103,-0.402,0.173,-1.347
8.396,0.290,6.093,-0.457,0.164,-1.328
8.327,0.354,6.115,-0.509,0.153,-1.304
8.262,0.436,6.103,-0.568,0.139,-1.266
8.243,0.476,6.105,-0.606,0.125,-1.232
8.207,0.486,6.100,-0.634,0.116,-1.192
8.133,0.474,6.098,-0.657,0.109,-1.132
8.066,0.431,6.069,-0.671,0.099,-1.086
8.025,0.376,6.026,-0.686,0.082,-1.042
7.977,0.314,5.981,-0.713,0.043,-0.987
7.944,0.280,5.957,-0.739,0.005,-0.950
7.925,0.230,5.923,-0.765,-0.038,-0.917
7.930,0.141,5.887,-0.800,-0.092,-0.880
7.942,0.043,5.844,-0.821,-0.128,-0.853
7.963,-0.084,5.816,-0.834,-0.159,-0.828
7.985,-0.290,5.756,-0.835,-0.193,-0.795
8.023,-0.421,5.720,-0.823,-0.205,-0.768
8.315,-0.788,5.586,-0.722,-0.159,-0.683
8.329,-0.812,5.562,-0.697,-0.143,-0.676
8.322,-0.819,5.540,-0.666,-0.126,-0.674
8.270,-0.800,5.507,-0.645,-0.119,-0.675
8.219,-0.819,5.466,-0.625,-0.121,-0.677
8.138,-0.867,5.444,-0.592,-0.136,-0.679
8.114,-0.905,5.454,-0.561,-0.149,-0.677
8.112,-0.941,5.466,-0.525,-0.163,-0.672
8.126,-0.922,5.514,-0.469,-0.179,-0.660
8.155,-0.900,5.523,-0.418,-0.187,-0.650
8.195,-0.871,5.547,-0.337,-0.195,-0.633
8.229,-0.831,5.562,-0.272,-0.196,-0.621
8.270,-0.792,5.564,-0.205,-0.193,-0.609
8.289,-0.747,5.538,-0.115,-0.187,-0.595
8.303,-0.706,5.509,-0.051,-0.183,-0.588
8.274,-0.646,5.466,0.022,-0.182,-0.585
8.236,-0.591,5.406,0.066,-0.188,-0.585
8.179,-0.510,5.409,0.103,-0.196,-0.586
8.078,-0.431,5.411,0.145,-0.215,-0.590
8.018,-0.414,5.420,0.177,-0.234,-0.589
7.958,-0.421,5.432,0.212,-0.256,-0.585
7.925,-0.441,5.423,0.266,-0.280,-0.568
7.913,-0.424,5.425,0.312,-0.289,-0.549
7.934,-0.405,5.418,0.357,-0.293,-0.527
8.001,-0.376,5.356,0.419,-0.294,-0.496
8.056,-0.342,5.289,0.463,-0.296,-0.471
8.119,-0.306,5.239,0.501,-0.297,-0.447
8.222,-0.247,5.152,0.544,-0.297,-0.416
8.317,-0.199,5.085,0.567,-0.295,-0.396
8.452,-0.153,5.001,0.585,-0.287,-0.372
8.557,-0.105,4.961,0.588,-0.276,-0.355
8.629,-0.062,4.913,0.582,-0.260,-0.339
8.739,0.026,4.829,0.554,-0.232,-0.321
8.763,0.069,4.767,0.525,-0.207,-0.303
8.808,0.124,4.709,0.485,-0.176,-0.286
8.772,0.148,4.662,0.430,-0.128,-0.258
8.734,0.132,4.683,0.388,-0.091,-0.231
8.705,0.101,4.702,0.343,-0.050,-0.198
8.681,0.060,4.748,0.275,0.011,-0.154
8.657,0.031,4.776,0.216,0.054,-0.118
8.622,0.000,4.810,0.151,0.092,-0.083
8.583,-0.034,4.820,0.061,0.129,-0.037
8.566,-0.074,4.843,-0.007,0.146,-0.002
8.562,-0.122,4.867,-0.072,0.161,0.033
8.545,-0.175,4.920,-0.152,0.181,0.074
8.531,-0.247,4.968,-0.204,0.193,0.102
8.507,-0.359,5.035,-0.252,0.207,0.129
8.468,-0.548,5.112,-0.307,0.220,0.160
8.435,-0.690,5.174,-0.342,0.226,0.180
8.396,-0.831,5.234,-0.373,0.230,0.197
8.349,-0.979,5.332,-0.410,0.235,0.217
8.308,-1.085,5.392,-0.431,0.239,0.228
8.262,-1.176,5.452,-0.450,0.244,0.238
8.212,-1.302,5.533,-0.470,0.250,0.244
8.179,-1.391,5.612,-0.484,0.250,0.245
8.128,-1.475,5.657,-0.508,0.245,0.236
8.092,-1.549,5.677,-0.528,0.236,0.224
8.061,-1.618,5.725,-0.546,0.228,0.208
8.013,-1.736,5.756,-0.565,0.214,0.181
7.977,-1.822,5.770,-0.573,0.203,0.158
7.937,-1.899,5.808,-0.575,0.190,0.134
7.887,-1.994,5.856,-0.564,0.172,0.103
7.848,-2.061,5.887,-0.548,0.158,0.079
7.810,-2.121,5.918,-0.525,0.144,0.055

10.116,5.480,5.267,-0.796,0.029,1.386
10.154,5.945,5.310,-0.712,0.049,1.499
10.123,6.287,5.284,-0.630,0.054,1.585
10.046,6.625,5.282,-0.533,0.050,1.682
9.881,7.037,5.310,-0.380,0.019,1.829
9.768,7.329,5.310,-0.250,-0.019,1.952
9.685,7.609,5.310,-0.110,-0.063,2.089
9.548,7.819,5.416,0.081,-0.130,2.289
9.448,7.836,5.521,0.224,-0.188,2.450
9.347,7.776,5.569,0.365,-0.250,2.616
9.227,7.707,5.533,0.544,-0.330,2.846
9.143,7.690,5.454,0.665,-0.384,3.023
9.067,7.669,5.392,0.766,-0.427,3.200
8.926,7.566,5.344,0.861,-0.468,3.430
8.780,7.374,5.349,0.902,-0.492,3.591
8.610,7.080,5.361,0.921,-0.511,3.740
8.344,6.519,5.411,0.921,-0.535,3.913
8.133,5.930,5.428,0.907,-0.554,4.023
7.884,5.174,5.425,0.893,-0.572,4.115
7.527,4.152,5.392,0.872,-0.592,4.208
7.199,3.309,5.466,0.852,-0.609,4.250
6.646,1.824,6.139,0.845,-0.663,4.256
5.358,-1.908,7.676,0.953,-0.856,4.204
4.240,-5.710,8.648,1.143,-1.051,4.130
2.887,-9.900,9.330,1.478,-1.127,4.116
1.726,-13.317,9.323,1.922,-1.074,4.052
0.673,-15.795,8.643,2.220,-0.953,3.976
-0.385,-18.383,7.738,2.396,-0.786,3.846
-2.004,-21.976,8.384,2.551,-0.693,3.573
-2.334,-26.305,8.794,2.651,-0.867,3.126
-2.787,-29.705,8.052,2.602,-1.187,2.438
-3.378,-31.074,5.746,2.366,-1.660,1.450
-3.632,-30.617,4.508,2.126,-1.848,0.796
-3.077,-29.870,3.452,1.755,-1.804,0.007
-2.054,-29.705,2.775,1.463,-1.532,-0.547
-0.795,-29.439,2.318,1.207,-1.136,-1.067
0.819,-27.969,2.523,0.973,-0.557,-1.665
1.834,-25.733,3.045,0.866,-0.188,-2.014
2.715,-22.652,3.668,0.791,0.105,-2.255
3.883,-18.016,4.647,0.679,0.411,-2.410
4.877,-14.748,5.528,0.560,0.593,-2.435
5.866,-11.985,6.529,0.412,0.742,-2.422
6.902,-9.345,7.527,0.174,0.856,-2.392
7.369,-8.042,7.805,-0.021,0.873,-2.374
7.549,-7.022,7.731,-0.215,0.855,-2.345
7.393,-5.646,7.350,-0.463,0.819,-2.251
7.130,-4.583,7.027,-0.650,0.804,-2.140
6.816,-3.486,6.649,-0.909,0.811,-1.983
6.665,-2.966,6.431,-1.106,0.829,-1.878
6.634,-2.662,6.342,-1.292,0.848,-1.787
6.673,-2.660,6.541,-1.490,0.876,-1.669
6.701,-2.746,6.831,-1.592,0.903,-1.575
6.749,-2.768,7.113,-1.660,0.916,-1.480
6.970,-2.559,7.377,-1.710,0.919,-1.356
7.367,-2.164,7.453,-1.725,0.903,-1.277
7.894,-1.671,7.549,-1.725,0.893,-1.218
8.492,-1.166,7.717,-1.727,0.900,-1.176
8.787,-0.998,7.772,-1.753,0.895,-1.178
8.961,-1.082,7.875,-1.787,0.852,-1.210
9.012,-1.252,7.980,-1.808,0.789,-1.248
8.971,-1.391,8.121,-1.804,0.717,-1.288
8.863,-1.413,8.303,-1.741,0.630,-1.331
8.844,-1.276,8.358,-1.653,0.576,-1.355
8.928,-1.039,8.310,-1.532,0.519,-1.375
9.067,-0.577,8.179,-1.319,0.439,-1.397
9.151,-0.148,8.071,-1.120,0.370,-1.406
9.268,0.297,7.989,-0.891,0.293,-1.410
9.505,0.994,7.867,-0.552,0.187,-1.412
9.718,1.628,7.740,-0.281,0.113,-1.408
9.998,2.655,7.511,0.096,0.024,-1.394
10.168,3.543,7.290,0.385,-0.047,-1.370
10.307,4.484,7.008,0.670,-0.127,-1.331
10.508,5.756,6.639,1.027,-0.248,-1.254
10.724,6.752,6.349,1.264,-0.341,-1.177
11.032,7.784,6.067,1.469,-0.427,-1.079
11.430,9.203,5.734,1.682,-0.518,-0.916
11.691,10.233,5.511,1.795,-0.568,-0.770
11.911,11.188,5.262,1.872,-0.604,-0.601
12.146,12.349,4.884,1.931,-0.631,-0.344
12.285,13.113,4.547,1.944,-0.634,-0.124
12.400,13.812,4.187,1.925,-0.619,0.118
12.510,14.655,3.740,1.854,-0.568,0.474
12.538,15.119,3.424,1.764,-0.509,0.762
12.486,15.368,3.144,1.644,-0.440,1.059
12.285,15.330,2.792,1.446,-0.351,1.475
12.050,15.088,2.557,1.281,-0.292,1.793
11.739,14.743,2.399,1.109,-0.236,2.117
11.270,14.157,2.296,0.877,-0.162,2.550
10.884,13.551,2.265,0.713,-0.099,2.865
10.470,12.804,2.239,0.563,-0.035,3.159
9.907,11.547,2.382,0.394,0.036,3.509
9.330,10.278,2.600,0.307,0.080,3.744
8.516,8.351,3.393,0.268,0.085,3.938
7.089,4.470,5.138,0.330,-0.039,4.106
5.677,0.290,6.517,0.539,-0.168,4.211
4.202,-3.666,7.434,0.831,-0.249,4.311
2.684,-8.152,8.131,1.218,-0.303,4.348
1.396,-10.908,8.107,1.496,-0.301,4.324
-0.034,-13.273,8.021,1.713,-0.294,4.259
-3.881,-26.774,8.622,1.892,-1.382,2.591
-4.039,-29.102,7.290,1.706,-1.690,1.813
-3.936,-29.470,5.425,1.422,-1.884,0.855
-3.349,-28.505,4.116,1.219,-1.806,0.236
-2.212,-27.354,3.096,1.023,-1.543,-0.328
-0.409,-25.659,2.638,0.823,-1.041,-1.024
0.962,-24.055,2.923,0.736,-0.672,-1.485
2.231,-21.957,3.519,0.703,-0.341,-1.866
3.759,-18.306,4.456,0.676,0.004,-2.225
4.870,-15.220,5.368,0.636,0.196,-2.391
5.981,-12.273,6.388,0.557,0.360,-2.491
7.209,-9.110,7.468,0.375,0.536,-2.579
7.815,-7.350,7.812,0.182,0.629,-2.631
8.112,-5.942,7.824,-0.025,0.683,-2.654
8.064,-4.324,7.678,-0.285,0.717,-2.601
7.875,-3.201,7.453,-0.469,0.734,-2.497
7.606,-1.884,7.120,-0.714,0.778,-2.308
7.427,-1.154,6.967,-0.896,0.823,-2.160
7.245,-0.642,6.898,-1.071,0.868,-2.019
7.051,-0.177,6.972,-1.272,0.916,-1.838
6.895,0.124,7.128,-1.394,0.945,-1.701
6.677,0.407,7.355,-1.492,0.966,-1.556
6.517,0.699,7.697,-1.599,0.969,-1.358
6.546,0.840,7.942,-1.662,0.944,-1.216
6.682,0.855,8.188,-1.705,0.898,-1.084
6.981,0.797,8.430,-1.750,0.791,-0.939
7.293,0.840,8.480,-1.790,0.687,-0.861
7.688,0.946,8.440,-1.825,0.573,-0.806
8.205,1.087,8.286,-1.889,0.418,-0.763
8.557,1.104,8.085,-1.946,0.314,-0.754
8.832,0.970,7.865,-1.997,0.230,-0.756
9.048,0.579,7.568,-2.030,0.149,-0.765
9.103,0.146,7.384,-2.018,0.112,-0.767
9.124,-0.328,7.254,-1.982,0.089,-0.760
9.143,-0.855,7.192,-1.861,0.080,-0.733
9.167,-1.120,7.168,-1.738,0.077,-0.704
9.201,-1.334,7.061,-1.543,0.074,-0.659
9.239,-1.417,6.914,-1.381,0.069,-0.626
9.249,-1.439,6.764,-1.218,0.053,-0.600
9.203,-1.410,6.563,-1.011,0.027,-0.575
9.124,-1.379,6.421,-0.868,0.003,-0.564
9.012,-1.350,6.299,-0.743,-0.028,-0.561
8.868,-1.358,6.165,-0.602,-0.078,-0.568
8.746,-1.422,6.098,-0.512,-0.120,-0.579
8.626,-1.489,6.019,-0.434,-0.161,-0.593
8.480,-1.525,5.909,-0.346,-0.210,-0.610
8.406,-1.508,5.816,-0.296,-0.239,-0.622
8.341,-1.453,5.734,-0.250,-0.268,-0.633
8.315,-1.398,5.713,-0.227,-0.281,-0.638
8.301,-1.348,5.705,-0.216,-0.292,-0.643
8.270,-1.250,5.686,-0.220,-0.302,-0.648
8.238,-1.168,5.622,-0.235,-0.307,-0.648
8.207,-1.044,5.535,-0.266,-0.310,-0.645
8.183,-0.982,5.480,-0.294,-0.312,-0.638
8.157,-0.941,5.423,-0.325,-0.319,-0.629
8.126,-0.895,5.356,-0.365,-0.329,-0.612
